czas,isTof_1,isTof_2,isTof_3,isTof_4,islineS_1_Active,islineS_2_Active,islineS_3_Active,motor1_speed,motor2_speed,imuX,imuY
2880,0,1,0,0,1,0,1,-10,81,-27.02,-17.45
2910,0,0,0,1,0,1,0,-67,-49,5.12,-81.10
2940,0,1,0,1,1,1,1,62,16,-35.67,-26.10
2970,1,0,1,1,0,1,0,62,-74,69.76,26.23
3000,1,0,0,0,0,1,0,67,-80,-33.03,-50.94
3030,0,1,1,0,1,0,0,-56,-46,35.14,92.54
3060,0,0,1,0,0,1,0,4,-37,-2.48,-47.36
3090,0,1,1,1,0,1,1,23,-73,17.92,46.92
3120,0,1,1,1,1,0,1,-30,-77,10.58,94.07
3150,1,1,1,1,1,1,0,-5,18,11.56,85.16
3180,0,0,0,0,0,1,1,8,-7,-95.94,-80.37
3210,0,0,0,0,1,0,1,12,-30,-40.03,-67.60
3240,0,1,1,1,1,1,1,-48,-69,53.25,-46.98
3270,0,1,1,0,1,1,1,-71,21,-66.18,95.17
3300,1,0,0,1,0,1,1,-26,63,12.62,80.26
3330,0,1,1,1,1,1,1,-75,54,54.56,29.98
3360,1,1,1,0,1,1,0,-88,-62,7.88,61.72
3390,0,0,0,1,1,0,0,-25,-80,-71.43,-17.63
3420,1,0,1,0,1,1,1,-17,38,22.87,84.19
3450,1,1,0,1,1,1,1,13,50,-12.79,-40.29
3480,0,0,1,0,1,1,1,28,-4,-15.69,-93.82
3510,1,0,1,0,0,1,1,-7,-47,-64.38,-31.63
3540,0,0,0,0,0,1,1,99,-57,-81.20,73.32
3570,0,1,1,0,1,1,0,34,-58,54.81,-99.75
3600,0,1,1,1,0,0,0,59,9,92.56,96.99
3630,1,1,1,0,0,1,0,42,42,72.23,-13.74
3660,1,0,1,0,0,1,0,-18,-84,50.96,9.11
3690,1,1,1,0,1,0,1,98,-23,-53.48,-78.74
3720,1,0,0,1,0,0,1,-1,30,59.92,-58.21
3750,0,0,1,1,1,0,0,97,-16,95.67,80.45
3780,0,0,1,0,0,0,0,46,-22,46.05,-80.66
3810,1,0,1,0,0,0,1,-84,-99,-21.11,-39.28
3840,1,0,1,0,0,1,1,-50,35,-37.86,15.73
3870,1,1,1,1,0,0,1,-56,-81,87.19,72.15
3900,0,1,0,1,1,0,1,-65,-54,-57.39,-21.58
3930,0,1,1,0,1,1,0,95,-92,-13.40,-94.78
3960,1,1,0,1,0,1,1,-85,-63,68.04,-34.37
3990,0,1,1,0,0,1,0,23,-30,-67.26,-54.84
4020,1,1,0,1,1,1,1,55,38,39.78,-69.73
4050,0,1,1,1,0,0,1,-10,-48,-18.56,23.87
4080,1,0,0,1,1,1,1,73,67,52.23,95.55
4110,1,1,0,1,1,1,1,-77,-25,-38.34,7.88
4140,0,1,1,1,1,1,1,-8,-82,-72.38,-93.55
4170,0,1,0,0,0,0,0,51,84,88.05,-16.80
4200,0,0,1,0,1,0,1,75,-94,-2.23,82.01
4230,0,0,0,0,0,0,0,-8,-89,-52.69,-30.94
4260,1,0,0,0,1,0,1,74,78,27.29,-47.00
4290,1,1,0,0,1,0,0,-14,-52,-95.01,-3.29
4320,0,0,1,0,0,1,0,35,8,-51.93,34.42
4350,1,0,1,0,1,1,0,21,91,-74.19,-46.19
4380,1,0,1,1,0,1,0,-92,-12,-70.98,-88.62
4410,1,0,0,0,0,1,1,52,52,72.30,-26.86
4440,0,0,1,0,0,1,0,-50,27,-2.64,81.60
4470,1,0,1,1,0,1,0,71,29,-36.06,-80.01
4500,0,0,0,1,1,1,1,47,85,75.24,33.84
4530,0,1,1,0,0,1,1,94,12,89.46,-73.36
4560,0,1,1,1,1,0,1,-15,78,14.41,-29.94
4590,0,1,1,0,0,0,0,93,-30,-31.79,-74.57
4620,1,1,0,1,1,1,0,96,84,51.27,-92.20
4650,0,0,1,0,1,0,0,-59,18,15.63,-72.52
4680,0,1,0,1,0,0,1,-75,-87,-36.19,35.23
4710,0,0,1,1,1,1,1,96,-57,49.24,-13.17
4740,0,0,0,0,0,1,1,-83,47,11.87,-56.82
4770,0,0,0,0,1,0,0,5,83,53.90,16.49
4800,0,1,1,1,0,1,1,-51,7,-85.85,60.67
4830,1,1,1,0,0,1,1,-8,57,-21.04,-69.63
4860,1,0,0,1,0,1,1,55,-80,-57.77,55.05
4890,0,1,1,0,1,0,1,99,52,98.80,20.70
4920,0,0,1,1,1,1,0,-79,26,-9.28,-44.45
4950,1,1,0,0,0,1,1,-48,53,27.87,74.50
4980,1,1,1,1,0,0,0,-62,60,-5.75,-9.06
5010,1,0,1,0,0,0,0,-8,-19,80.94,-66.91
5040,1,1,0,0,0,1,1,-71,-48,-48.20,73.82
5070,1,0,0,1,1,1,1,-39,-3,-72.13,-13.20
5100,0,1,1,1,1,0,1,73,12,-24.35,36.72
5130,1,0,0,0,0,1,1,0,48,-79.64,-29.97
5160,0,1,1,0,1,0,0,91,-32,65.37,-63.87
5190,0,0,0,0,1,1,0,36,-81,-41.55,-42.52
5220,0,1,0,0,0,0,0,-1,-45,-8.08,-50.35
5250,1,1,1,1,1,0,1,61,-37,-21.65,25.22
5280,1,0,1,1,1,0,0,37,-51,63.75,-23.51
5310,1,1,0,1,1,0,0,13,-32,62.64,42.81
5340,0,0,0,1,1,1,1,-46,-22,-39.93,22.08
5370,1,1,0,1,1,0,1,-12,-98,-65.58,13.89
5400,0,0,1,0,1,1,0,39,87,-90.96,25.82
5430,1,1,1,0,1,0,0,-19,-24,-92.78,76.85
5460,1,1,1,0,0,0,1,-48,99,9.07,-3.87
5490,1,0,1,0,1,1,0,79,73,-77.12,-65.45
5520,1,0,1,0,1,1,1,-46,95,61.04,-38.01
5550,1,1,0,1,0,0,0,4,80,75.66,-37.24
5580,0,1,0,1,0,0,0,4,25,-6.06,55.81
5610,0,1,0,0,1,0,0,-48,-45,8.06,17.22
5640,1,1,1,0,1,0,1,85,-44,-1.69,33.59
5670,1,0,0,1,1,0,0,44,-91,-0.90,3.80
5700,1,0,1,0,1,1,1,66,30,-60.65,50.33
5730,0,1,0,1,0,0,1,49,-98,62.51,30.23
5760,0,1,1,1,0,1,0,75,25,10.70,14.01
5790,1,1,0,0,0,0,0,89,73,81.23,-48.91
5820,0,0,1,0,0,0,0,76,-49,-16.42,66.59
5850,1,0,0,0,0,1,1,79,-83,-59.29,-56.05
5880,0,1,0,1,1,1,1,-14,82,-93.13,23.63
5910,1,0,1,1,1,0,0,90,74,84.75,12.97
5940,1,1,0,0,1,0,1,45,34,36.29,-86.50
5970,0,0,1,1,0,0,0,58,85,-62.69,30.56
6000,1,0,1,1,0,1,1,-48,27,-47.09,-85.14
6030,0,0,0,0,0,0,1,14,-1,91.42,-86.39
6060,0,1,1,1,0,0,0,66,53,-82.34,-64.30
6090,1,0,0,1,1,1,0,-37,-8,34.98,-8.46
6120,0,0,1,1,1,0,1,23,-52,59.58,35.85
6150,0,1,1,0,0,1,1,61,-26,44.41,99.49
6180,1,0,0,0,0,0,1,22,91,14.01,59.43
6210,1,0,0,0,1,1,0,80,85,37.00,64.99
6240,1,0,1,1,1,1,0,53,97,73.06,68.15
6270,1,1,0,0,0,1,0,-67,38,1.06,84.11
6300,0,0,1,0,0,1,1,-59,-86,70.39,-61.38
6330,0,1,0,0,0,1,0,14,-26,-98.47,-90.02
6360,0,0,0,0,0,1,1,19,58,14.41,-63.23
6390,1,1,0,0,0,1,1,-97,-99,-42.47,1.07
6420,0,0,1,0,0,0,0,100,-38,43.29,34.82
6450,1,0,1,1,1,0,0,-92,24,54.62,81.14
6480,0,1,1,1,1,1,1,-87,21,12.62,-93.60
6510,1,1,0,1,1,1,0,-63,-51,43.79,-15.24
6540,1,1,0,1,0,0,1,-75,56,11.30,1.60
6570,0,0,0,0,1,1,1,-38,58,-39.13,51.01
6600,0,0,0,0,1,0,0,-14,-8,-15.02,-76.59
6630,0,0,1,1,1,1,0,-35,-86,68.47,-0.01
6660,1,0,0,1,1,0,0,-59,72,36.39,64.36
6690,1,1,0,0,0,1,1,83,18,94.05,-91.77
6720,0,1,1,0,1,0,1,62,-45,-24.64,65.69
6750,0,0,0,1,0,1,1,20,-62,-5.24,-24.88
6780,1,0,1,0,1,0,0,50,-98,-63.10,87.91
6810,1,1,0,0,0,1,0,-72,-17,87.68,-74.05
6840,1,1,1,0,1,0,1,-50,81,-28.72,-8.83
6870,0,1,0,0,1,1,1,66,-23,-46.99,76.43
6900,1,0,1,0,1,0,0,87,18,-59.55,-30.83
6930,1,0,0,0,0,0,1,81,-5,71.62,39.70
6960,0,1,0,1,1,1,1,89,44,-99.75,6.60
6990,1,1,0,0,0,0,0,-33,38,-72.20,-78.71
7020,1,0,1,1,1,1,0,-13,15,64.37,11.06
7050,1,0,0,0,0,1,1,29,-87,2.69,24.32
7080,1,1,1,1,0,0,0,-98,-22,-57.03,-11.30
7110,1,0,1,0,1,0,1,-9,2,72.40,61.27
7140,1,0,0,1,0,0,1,-9,40,50.64,-80.89
7170,0,1,0,0,1,1,1,-89,-12,15.26,18.70
7200,0,1,1,0,0,0,1,76,65,-46.90,28.84
7230,1,0,0,1,1,0,0,-27,-58,-25.58,-27.47
7260,1,0,1,1,0,1,0,-51,37,71.07,-60.87
7290,0,1,1,0,1,1,1,-61,35,-16.14,79.75
7320,0,0,1,0,0,0,0,-100,-89,31.64,96.65
7350,0,0,1,0,0,1,0,-53,63,74.01,-91.15
7380,0,1,0,1,1,0,1,67,82,-2.65,-34.73
7410,0,1,0,1,0,0,0,56,-6,-1.44,54.61
7440,1,1,0,0,1,0,0,-18,-42,77.37,-62.99
7470,0,1,1,1,1,0,0,-99,90,-26.24,54.05
7500,1,0,0,1,0,1,0,95,-31,97.21,-82.58
7530,1,0,1,1,1,0,0,50,67,71.89,-20.43
7560,1,1,1,1,0,0,0,-37,97,-62.50,27.62
7590,0,0,1,1,1,1,0,62,-68,57.01,-52.08
7620,1,1,1,0,0,0,0,19,65,13.65,53.84
7650,0,0,0,0,0,0,0,-23,15,8.59,95.66
7680,0,0,1,0,1,0,1,-34,38,-20.32,72.31
7710,0,1,1,0,1,0,1,85,82,97.64,26.63
7740,1,0,1,1,0,1,1,-35,-90,-35.92,16.97
7770,1,1,1,1,0,0,1,-15,-49,35.11,-49.36
7800,1,1,0,1,1,0,0,52,42,89.29,-54.42
7830,1,0,0,0,0,1,1,69,27,-33.39,88.04
7860,1,1,1,0,0,1,0,50,-40,-87.11,81.74
7890,0,1,0,1,1,0,1,20,-80,-5.50,46.84
7920,1,0,1,0,0,1,0,-6,-43,3.67,36.74
7950,0,1,0,1,1,0,1,-33,-99,4.89,-63.50
7980,1,0,1,0,1,0,0,-24,95,98.50,-44.56
8010,1,0,0,1,1,0,0,-22,-50,99.68,98.83
8040,1,0,1,0,0,1,0,14,-65,-49.78,33.08
8070,0,1,1,0,1,1,1,70,48,74.51,-63.11
8100,0,0,1,1,1,1,1,-78,17,-21.08,62.12
8130,1,0,1,0,0,1,0,-97,28,29.18,56.57
8160,0,1,0,1,0,1,1,66,52,-69.04,-84.60
8190,0,1,0,1,1,1,0,29,69,-16.08,5.09
8220,1,0,0,1,0,1,1,-33,-26,50.12,-31.76
8250,0,0,0,0,1,1,1,-38,64,24.89,-45.40
8280,0,1,1,0,1,0,1,68,89,8.05,36.09
8310,0,1,0,1,1,1,1,21,99,19.53,19.50
8340,1,0,1,1,0,0,1,-71,100,32.89,51.80
8370,1,0,1,1,1,1,1,37,80,93.12,64.34
8400,1,1,0,0,1,1,0,92,9,65.81,33.92
8430,0,1,1,0,0,1,0,51,55,11.08,3.32
8460,1,1,1,0,0,0,1,-53,-32,-18.30,-4.07
8490,1,1,1,1,1,0,0,52,88,-12.72,-25.36
8520,1,0,0,0,0,0,1,-44,87,62.05,22.14
8550,0,0,1,1,1,1,0,-31,34,95.33,0.96
8580,1,0,0,0,1,0,0,-96,41,-33.10,81.59
8610,1,0,0,0,1,0,0,4,-82,-37.61,-94.37
8640,1,1,1,0,1,1,1,96,-7,-91.02,-95.14
8670,0,0,0,1,0,1,0,74,-100,-43.66,-96.84
8700,1,0,0,1,0,0,1,31,90,-92.75,-38.74
8730,0,0,1,1,1,1,0,98,78,-8.41,-2.45
8760,1,0,1,1,1,1,0,-78,-43,-54.51,79.84
8790,0,1,0,0,0,1,0,-53,90,-48.69,-76.02
8820,1,0,0,0,1,0,1,29,-29,-51.79,17.20
8850,0,1,0,1,1,1,0,-61,-10,-62.43,67.17
8880,1,1,0,0,1,0,1,-54,-100,73.22,39.90
8910,1,0,1,0,1,1,1,78,-42,18.68,-78.70
8940,1,1,1,0,1,0,0,-44,-36,-90.02,-93.56
8970,1,0,0,1,1,0,1,-2,-12,28.28,-97.72
9000,0,0,1,1,1,1,0,36,-97,10.84,14.65
9030,1,0,0,1,1,1,1,-22,81,54.43,-28.81
9060,0,0,1,1,1,0,0,-67,-31,18.92,-98.66
9090,1,1,0,1,0,1,1,70,-44,2.96,33.45
9120,1,0,1,0,0,1,0,11,-49,-5.36,49.61
9150,1,1,1,0,1,1,0,25,53,21.87,-20.31
9180,1,1,1,0,0,0,1,-60,78,-59.76,-81.17
9210,1,1,1,1,0,1,1,98,33,-76.13,-6.27
9240,0,1,0,0,1,0,0,-85,-29,54.71,-10.39
9270,1,0,0,0,0,0,0,-58,8,66.14,-81.72
9300,1,0,1,1,1,0,1,-12,93,40.40,-85.41
9330,0,0,1,1,1,1,1,68,-75,-48.37,-41.45
9360,1,1,1,1,0,1,1,0,99,93.55,-51.22
9390,1,1,1,0,1,0,0,57,-9,-33.07,12.36
9420,1,1,0,1,0,1,1,-34,1,0.45,-51.22
9450,0,1,0,0,1,1,1,-89,93,31.44,-84.01
9480,0,0,1,0,1,1,1,-64,59,49.29,-63.66
9510,1,0,1,1,1,0,1,13,52,-33.78,8.95
9540,1,1,1,1,0,1,0,-23,91,88.82,71.31
9570,1,1,0,0,0,1,0,76,-30,78.52,98.53
9600,0,0,1,1,0,1,0,18,-37,-10.67,-78.44
9630,1,1,0,0,0,0,0,61,29,-20.78,-94.74
9660,1,0,1,0,1,1,1,-92,-91,41.54,94.38
9690,1,1,0,0,0,1,0,21,-80,-0.82,-6.42
9720,1,1,1,1,0,1,1,5,-7,-95.98,99.49
9750,1,1,1,0,0,1,1,-10,-6,-36.40,98.48
9780,1,0,0,0,1,0,1,-10,-47,-67.51,24.00
9810,1,0,0,1,0,0,0,-23,23,97.94,8.41
9840,0,1,0,0,1,1,0,70,22,91.55,-46.11
9870,0,1,1,1,0,1,0,-68,51,85.64,-30.17
9900,0,0,1,0,1,0,1,-15,52,-97.69,41.98
9930,0,1,0,0,0,1,1,4,-39,-2.29,40.93
9960,0,1,1,1,0,1,0,-21,17,64.25,45.27
9990,0,0,0,1,0,0,1,-43,75,-25.59,-96.06
10020,0,1,0,1,1,1,0,13,-41,65.75,-93.96
10050,1,1,1,1,1,0,1,40,-81,54.32,67.51
10080,0,0,1,0,1,1,1,-72,50,-94.37,-32.17
10110,0,0,1,0,1,1,0,-23,61,8.07,-30.20
10140,0,0,0,1,0,1,1,37,-41,-46.57,69.80
10170,1,0,1,0,0,1,1,-30,-29,82.85,69.53
10200,0,0,0,1,1,1,1,92,-75,-83.39,-11.60
10230,0,1,0,1,1,0,1,-38,41,21.86,88.16
10260,1,1,0,1,0,0,0,35,4,35.77,79.61
10290,0,0,0,0,1,1,1,51,57,-17.96,99.26
10320,0,1,1,1,0,0,1,-67,73,1.95,68.97
10350,1,1,0,0,1,0,1,-30,-10,89.01,-28.59
10380,0,1,0,1,0,1,0,76,51,-78.55,0.81
10410,0,1,0,0,1,0,0,58,-7,-24.80,-32.55
10440,1,0,1,1,1,0,1,57,43,-36.61,2.73
10470,0,1,0,1,1,0,0,23,-60,75.95,-49.05
10500,1,1,0,0,1,1,0,-52,21,-85.00,11.11
10530,1,1,0,1,0,0,0,87,62,39.52,-2.12
10560,1,0,1,1,0,0,1,88,48,-35.91,46.91
10590,1,0,0,1,0,1,1,-80,-3,-64.37,39.12
10620,0,0,1,0,1,0,1,45,-70,61.09,-66.52
10650,1,0,1,0,1,1,1,-49,22,41.98,-56.76
10680,1,1,0,1,1,0,0,7,73,22.11,62.28
10710,0,1,1,1,0,1,1,-29,-65,65.69,8.82
10740,1,0,0,0,1,1,0,87,-47,62.41,-30.53
10770,1,0,0,1,1,0,1,54,44,-55.32,-46.94
10800,0,1,1,1,0,1,1,39,6,-91.70,-84.83
10830,1,1,0,1,0,0,1,-65,-39,1.21,91.98
10860,1,1,0,1,0,0,0,-17,83,11.68,91.05
10890,0,1,0,1,1,0,1,41,-98,-10.44,74.77
10920,1,0,1,0,0,0,1,57,16,3.76,83.80
10950,0,0,0,0,1,0,0,-28,32,-61.31,-75.44
10980,1,1,1,1,1,0,1,58,16,-83.19,-11.53
11010,0,1,1,1,1,0,1,-65,94,47.42,-0.45
11040,1,0,1,0,1,0,0,-98,35,68.28,5.51
11070,0,1,1,0,0,0,1,-24,-66,58.60,-99.65
11100,0,1,0,1,1,1,1,96,96,-41.44,-13.79
11130,1,0,0,1,0,0,0,-35,-49,0.66,28.68
11160,0,1,0,0,0,1,0,-96,-23,-35.51,0.06
11190,1,1,1,1,0,1,1,98,66,55.13,-54.29
11220,0,0,1,1,1,1,1,20,-58,-81.90,-12.37
11250,0,0,0,0,0,0,1,48,-45,61.18,-59.31
11280,1,0,1,1,1,1,0,45,28,47.49,-43.30
11310,1,0,0,1,1,1,1,87,1,-18.10,97.71
11340,1,1,1,1,1,1,0,59,-9,49.04,-4.74
11370,1,0,1,0,0,1,1,-75,-6,67.59,62.83
11400,1,0,1,0,1,0,1,60,-20,87.62,-13.18
11430,0,0,0,1,1,1,1,-33,-97,37.82,39.31
11460,1,0,0,1,0,1,1,87,76,16.60,-23.19
11490,1,0,0,0,0,0,1,9,-65,7.01,89.17
11520,1,0,0,1,0,0,1,-66,84,-65.75,82.85
11550,0,0,0,0,0,1,0,26,-23,46.16,60.13
11580,0,1,0,0,1,1,1,-2,-14,-64.10,-96.02
11610,0,1,1,0,0,1,1,-95,22,-38.90,24.34
11640,1,0,1,0,1,0,0,-29,55,-22.92,2.99
11670,0,0,0,0,1,1,1,-51,-45,-29.43,-52.06
11700,1,1,0,0,1,1,0,-43,6,65.80,-57.68
11730,1,1,0,0,1,1,1,96,-13,-28.44,73.02
11760,0,0,1,1,0,0,0,-2,9,45.33,-38.93
11790,0,0,0,0,0,0,0,73,-79,-32.53,-97.29
11820,1,0,0,1,0,0,1,35,-92,82.28,-91.86
11850,0,0,1,0,1,0,0,28,-58,42.61,91.41
11880,1,1,0,0,1,1,1,99,-9,-81.51,-40.98
11910,1,0,1,1,1,0,1,17,61,-69.62,-20.77
11940,0,1,0,1,1,1,0,41,70,-26.11,59.56
11970,1,1,0,0,1,1,1,-80,-56,50.22,-32.54
12000,1,1,1,0,1,0,1,-19,32,-82.25,-85.89
12030,1,0,0,1,0,1,1,67,-77,70.52,-74.25
12060,1,1,0,0,1,1,1,-13,-16,-14.22,9.21
12090,0,1,1,0,0,0,0,-72,94,33.03,-66.13
12120,0,1,0,0,1,1,0,59,-51,-40.90,66.31
12150,1,0,0,0,0,1,1,83,-25,8.59,5.66
12180,0,1,0,0,0,0,0,-39,27,-23.56,40.37
12210,0,1,0,1,1,0,1,29,-97,-62.72,87.25
12240,1,1,0,1,0,0,1,-51,-79,83.63,-1.02
12270,0,1,0,0,0,0,1,19,85,39.62,9.09
12300,0,1,1,0,0,1,1,59,3,10.77,17.65
12330,0,1,0,0,1,0,1,-85,-58,52.24,74.28
12360,0,0,0,0,1,1,1,-27,-41,-87.52,-26.03
12390,0,1,0,0,0,1,0,79,44,-45.75,51.36
12420,0,1,0,1,1,1,0,24,18,-21.14,-63.82
12450,1,1,0,0,0,0,0,18,-66,-30.27,-59.09
12480,0,0,0,0,1,0,0,34,-18,-8.39,45.72
12510,0,1,0,0,1,1,1,-70,-39,97.40,-87.84
12540,0,1,1,1,0,1,0,49,-73,-52.40,-33.58
12570,0,1,0,0,1,0,0,-36,87,-29.05,-72.46
12600,1,0,0,0,0,0,1,65,-48,94.52,-30.40
12630,0,1,1,0,1,1,0,17,-13,75.06,61.81
12660,0,1,1,1,0,0,0,33,-22,-49.77,66.58
12690,1,0,0,1,1,0,1,80,19,34.95,-63.23
12720,1,0,1,0,1,0,0,-14,14,68.52,-84.37
12750,0,1,1,0,1,0,0,37,36,-55.03,22.20
12780,0,1,0,0,1,1,1,-39,62,-29.45,15.07
12810,0,0,0,0,0,0,0,-63,54,-51.12,-97.35
12840,0,0,0,0,0,0,1,68,62,-88.49,-0.27
12870,0,1,1,0,1,0,0,-44,58,-90.90,98.60
12900,1,0,1,1,1,0,0,-11,17,-17.84,86.68
12930,1,1,1,1,1,0,0,33,18,95.48,-34.05
12960,1,1,1,0,1,1,0,87,90,-46.72,91.61
12990,1,0,1,1,1,1,1,-90,23,77.57,81.72
13020,0,1,1,0,0,1,1,16,-39,-94.41,25.60
13050,1,0,1,0,1,1,0,-39,-69,63.73,24.38
13080,1,1,0,0,1,0,1,46,-33,-99.16,-72.95
13110,1,1,0,0,1,0,0,-21,87,16.28,60.29
13140,0,0,1,1,1,0,0,90,20,-90.34,47.53
13170,0,1,1,1,1,1,0,-39,77,-53.79,-77.57
13200,1,0,0,1,0,0,1,-33,97,-3.14,47.91
13230,1,0,0,0,1,1,1,0,-27,44.37,-39.57
13260,0,0,1,0,1,1,0,-86,-71,3.78,-10.90
13290,1,1,0,1,0,0,1,37,-68,-84.83,25.33
13320,1,0,0,0,1,1,1,77,-49,-44.97,95.31
13350,1,0,0,1,0,0,1,-86,12,-50.96,-78.20
13380,1,1,1,0,0,1,1,2,-70,-27.24,-59.64
13410,0,0,1,1,1,0,0,-84,79,90.85,-6.24
