czas,isTof_1,isTof_2,isTof_3,isTof_4,islineS_1_Active,islineS_2_Active,islineS_3_Active,motor1_speed,motor2_speed,imuX,imuY
21000,1,0,0,0,0,0,1,18,-95,-98.44,-68.33
21300,0,1,1,1,0,1,0,69,92,-5.28,18.73
21600,0,0,0,0,0,1,0,-54,-14,52.37,-1.24
21900,0,1,1,1,1,0,1,-11,29,-92.42,-70.90
22200,0,1,1,1,1,0,0,86,-23,79.85,-89.37
22500,1,0,1,1,1,0,0,26,12,-74.69,99.29
22800,1,1,0,0,1,0,0,-32,97,53.51,55.61
23100,1,1,1,0,0,1,0,35,53,-82.38,-58.03
23400,0,0,1,1,1,0,1,4,-71,-99.29,-27.95
23700,1,1,0,0,1,1,1,42,47,-34.47,2.63
24000,0,1,0,0,1,1,0,68,-49,98.12,-37.79
24300,1,0,0,1,1,0,0,18,-50,78.23,-44.54
24600,1,1,0,0,0,0,1,31,-21,-64.73,-16.53
24900,0,0,1,1,0,1,0,-76,27,-73.95,67.59
25200,1,0,0,0,1,1,1,-17,89,-84.34,-5.53
25500,1,1,0,0,1,1,1,9,-48,-38.27,-80.79
25800,1,1,1,0,1,1,0,-5,-36,90.42,-2.21
26100,1,1,0,0,1,1,1,-80,62,29.65,-26.05
26400,1,0,0,1,0,0,1,-21,20,-17.79,-56.13
26700,1,0,1,1,0,1,0,-32,1,41.88,22.20
27000,0,1,1,1,0,0,0,41,77,-87.22,-85.31
27300,1,0,0,1,0,0,0,5,-53,89.25,-74.87
27600,1,1,0,1,0,1,1,-96,57,99.25,-18.00
27900,1,1,0,0,1,1,0,-93,-68,-82.50,46.83
28200,0,1,1,1,0,0,0,-98,-55,12.77,18.04
28500,1,0,0,1,0,0,1,58,56,57.79,-61.26
28800,1,1,0,1,0,1,1,-20,70,64.95,-63.78
29100,1,1,0,1,0,1,1,39,-97,-58.85,86.83
29400,0,1,0,0,1,1,1,-11,36,-63.40,-59.25
29700,1,0,1,0,0,0,0,78,48,-58.41,11.30
30000,0,1,0,1,1,0,0,-79,-22,46.44,16.60
30300,1,1,1,0,0,1,0,-45,-71,-46.97,-41.13
30600,0,1,0,1,1,0,0,-20,88,60.83,-49.50
30900,0,0,0,1,1,0,1,16,46,-1.53,-75.10
31200,1,1,1,1,1,0,1,53,18,-26.78,91.42
31500,1,1,1,1,1,1,0,26,64,19.37,51.31
31800,1,0,1,1,1,1,1,17,-63,81.73,92.90
32100,0,0,0,1,1,0,1,16,63,-3.11,52.81
32400,1,1,1,0,0,0,1,51,-3,-78.08,83.62
32700,0,0,0,1,1,0,0,78,-11,25.84,44.31
33000,1,1,1,1,0,0,1,-62,-78,55.87,28.70
33300,0,1,1,1,1,0,1,24,87,38.52,83.10
33600,0,1,0,1,0,0,0,-26,-34,-40.35,-98.70
33900,0,1,0,1,1,0,0,-96,73,4.82,-62.05
34200,1,1,1,0,0,0,1,-59,67,16.49,52.37
34500,1,1,0,0,0,0,0,32,82,3.34,-36.17
34800,1,1,1,0,0,0,1,53,22,6.57,21.53
35100,0,1,1,1,1,0,1,-28,-9,99.88,-35.96
35400,1,0,1,1,1,0,0,56,35,-40.62,-30.73
35700,1,1,0,0,1,1,1,-46,87,-97.29,64.30
36000,1,1,0,1,1,1,1,29,-100,-16.17,80.65
36300,0,1,0,1,0,0,1,-67,-82,-95.23,93.02
36600,1,1,1,0,1,0,1,-20,11,21.38,93.89
36900,1,1,1,1,0,1,0,78,19,-8.65,16.62
37200,0,0,1,0,1,0,1,-74,-57,-94.23,71.77
37500,0,1,1,1,0,0,0,-85,-63,-85.75,72.63
37800,1,1,0,1,0,1,1,-8,-95,-17.65,94.07
38100,1,0,0,0,0,1,1,-82,42,19.85,68.87
38400,1,1,1,1,0,0,1,-12,96,73.64,-36.34
38700,1,0,0,1,0,0,1,32,14,-92.48,-38.93
39000,1,1,1,0,0,0,1,6,-28,-92.87,-11.54
39300,1,0,0,0,1,0,0,-89,20,71.77,78.77
39600,1,1,1,1,1,0,1,67,-56,21.09,-56.52
39900,1,0,1,1,1,1,0,-45,-25,85.20,45.31
40200,1,1,0,0,1,0,0,-97,73,29.98,-66.93
40500,1,1,1,0,0,0,1,21,22,-99.73,21.34
40800,1,0,1,1,1,0,1,-77,-8,10.19,48.29
41100,1,0,1,1,1,1,0,3,-97,34.81,82.35
41400,0,1,1,0,1,1,0,71,65,-51.02,-34.92
41700,1,0,1,0,1,0,0,-13,-48,11.36,41.42
42000,1,1,1,0,1,1,1,-36,67,-30.29,13.98
42300,0,0,0,0,0,0,1,36,-77,-81.36,88.95
42600,1,1,1,0,1,1,1,-46,92,93.12,-81.71
42900,1,1,1,1,1,1,1,-52,-57,-93.96,-29.19
43200,1,1,0,0,1,1,1,93,60,-50.22,-74.69
43500,0,1,0,0,0,1,0,37,-38,-14.90,-64.42
43800,1,1,1,0,0,0,1,-54,60,-48.48,-33.34
44100,0,0,1,1,0,0,1,54,37,54.70,-56.30
44400,1,0,0,1,1,1,0,51,-7,72.38,78.10
44700,0,0,1,1,0,1,0,57,85,-69.46,-16.87
45000,0,0,0,1,0,1,0,85,-58,44.03,-80.73
45300,0,1,1,1,1,0,0,-69,-78,-67.12,50.54
45600,1,0,0,1,1,1,0,-16,90,-82.72,-69.88
45900,0,1,0,1,0,0,0,79,-50,-87.29,-56.03
46200,1,1,1,0,0,0,0,-81,73,29.91,0.44
46500,1,1,1,0,1,0,0,-73,-62,-53.71,19.63
46800,1,1,0,1,1,1,0,6,1,-21.41,38.70
47100,0,0,0,0,1,1,0,76,48,95.50,-21.06
47400,1,1,0,1,1,0,1,78,-74,99.13,-96.80
47700,1,0,0,0,1,1,0,-23,74,-57.28,54.02
48000,1,1,0,1,1,0,1,-77,-83,23.85,93.47
48300,0,1,0,1,1,0,1,94,36,-34.32,-62.23
48600,1,0,1,1,0,1,1,-83,-59,86.19,55.81
48900,0,0,1,0,0,1,1,5,-20,-81.74,-44.97
49200,1,1,1,1,1,1,1,90,-71,8.75,15.58
49500,0,0,1,0,0,1,1,47,-57,-40.55,-79.29
49800,1,0,0,1,1,1,1,26,60,-86.82,-46.55
50100,1,0,0,1,1,0,0,-48,0,-90.92,-14.44
50400,0,0,0,1,0,1,0,-93,30,31.04,73.77
50700,0,1,1,0,0,0,0,0,-92,19.99,-63.46
51000,1,1,1,1,1,1,1,-53,29,-29.91,-98.18
51300,1,1,0,0,1,0,1,-92,60,-9.41,-95.91
51600,1,1,0,0,0,0,0,-7,57,-17.59,-55.09
51900,1,0,1,1,1,1,0,5,-36,-56.29,12.39
52200,1,0,0,0,0,1,0,-84,-83,-83.95,-2.27
52500,1,0,1,1,0,1,1,29,74,28.59,65.00
52800,1,0,0,0,0,1,0,-37,-56,18.09,75.99
53100,1,1,1,1,0,0,0,95,100,90.78,-37.80
53400,0,1,0,1,0,0,0,-82,43,-49.98,67.72
53700,1,1,0,1,1,1,1,-30,82,-44.03,-13.93
54000,1,0,1,0,0,0,1,52,0,-41.97,2.96
54300,1,0,0,1,1,0,1,-67,-28,-5.04,59.40
54600,1,0,1,1,0,0,0,-47,15,79.51,84.62
54900,0,1,1,0,1,0,1,-22,-62,-1.60,22.66
55200,1,1,0,0,0,0,1,65,64,-53.32,-69.36
55500,1,1,0,0,0,1,1,-85,10,-92.69,19.48
55800,0,0,0,0,1,0,1,-23,22,-18.22,54.76
56100,0,1,0,1,0,1,0,87,60,-32.98,-68.03
56400,1,0,0,1,1,1,1,45,66,53.89,61.75
56700,1,1,0,0,0,1,0,-66,73,-38.75,75.23
57000,0,0,0,1,0,0,0,-47,30,7.55,-90.14
57300,0,0,1,1,1,1,0,61,-40,38.68,0.92
57600,0,1,0,0,1,1,0,-42,33,0.71,-2.81
57900,0,0,0,1,0,0,0,-97,-61,96.08,95.74
58200,0,1,0,0,1,0,0,48,-84,96.54,69.79
58500,1,1,0,1,0,1,1,72,17,-61.11,55.07
58800,1,0,0,0,1,1,1,13,-38,-75.58,-8.52
59100,0,0,0,1,0,0,1,26,-41,46.48,28.83
59400,0,0,0,0,0,0,1,26,-67,-19.12,-3.34
59700,1,1,1,0,0,0,0,-68,-19,-65.93,-46.98
60000,0,1,1,0,1,0,1,86,-10,-53.59,22.89
60300,1,1,1,0,1,0,0,-14,54,51.45,79.44
60600,0,1,1,1,0,1,1,100,-93,-97.58,-28.70
60900,0,1,1,1,1,0,1,14,-20,-13.85,-59.43
61200,1,1,1,0,0,1,1,47,-75,57.44,62.11
61500,1,1,1,1,1,0,0,93,65,-57.86,-42.75
61800,0,0,0,1,0,0,1,94,19,81.14,-91.07
62100,1,0,1,1,0,1,1,-29,-10,-1.55,99.22
62400,0,1,1,0,0,1,0,80,-51,54.16,60.32
62700,1,1,1,0,1,0,1,-5,-45,87.33,99.24
63000,1,1,1,1,0,0,0,6,12,23.56,-52.31
63300,0,1,0,0,1,0,0,39,90,90.27,-29.76
63600,1,0,1,0,0,0,1,29,64,-92.37,20.75
63900,0,0,0,0,1,1,1,45,51,-9.04,70.52
64200,1,0,0,0,1,0,0,70,20,62.18,44.91
64500,0,0,1,0,0,0,1,55,-87,-39.11,78.37
64800,1,0,0,0,0,0,1,-78,-22,94.57,-88.29
65100,0,1,1,0,1,1,1,-9,-83,8.53,63.56
65400,1,1,1,0,1,1,0,-82,3,-79.47,-44.38
65700,0,1,1,1,0,1,1,-88,94,15.87,26.53
66000,0,1,0,0,0,0,1,97,-8,77.84,48.57
66300,0,0,0,1,0,1,0,-65,-15,-6.84,-38.80
66600,0,1,1,0,0,1,0,44,-13,51.11,67.69
66900,0,1,0,0,1,1,0,-12,38,86.00,7.19
67200,0,1,1,0,1,0,0,3,-57,-45.41,23.61
67500,0,0,0,0,0,1,0,9,-4,-53.49,-59.13
67800,1,1,0,0,1,1,1,-10,-33,78.31,49.90
68100,1,1,0,1,1,0,0,-25,80,91.44,-42.58
68400,0,1,1,1,1,0,0,-14,60,-28.66,81.44
68700,1,0,1,0,1,1,1,70,-17,-92.19,44.54
69000,0,1,0,1,0,0,0,-70,60,72.92,8.16
69300,1,1,0,0,0,0,1,-11,10,63.74,-31.40
69600,0,1,1,1,1,1,0,66,-79,22.49,-75.82
69900,1,1,1,1,1,0,1,83,48,-6.72,-22.85
70200,1,0,0,0,1,0,0,28,31,-39.14,52.94
70500,1,0,0,1,0,0,1,-36,-75,71.63,81.06
70800,0,1,1,0,0,1,1,57,-12,97.70,-38.79
71100,1,1,0,1,1,0,0,-92,-40,-39.09,86.44
71400,1,1,0,1,0,0,1,0,12,89.73,-88.80
71700,0,0,1,1,1,0,1,-26,-37,78.18,-53.79
72000,0,1,1,0,0,0,0,38,-29,25.66,7.60
72300,1,1,1,0,1,0,0,-97,-54,93.97,44.21
72600,0,1,1,0,0,1,1,-4,43,84.40,44.57
72900,0,1,1,1,0,1,1,-8,1,-44.23,-47.25
73200,0,1,0,1,1,1,1,19,-48,41.80,60.88
73500,1,1,1,1,0,1,1,51,46,-72.44,67.88
73800,0,1,1,1,1,1,0,-27,-97,-45.89,-1.54
74100,1,1,0,1,1,0,1,64,-39,-77.55,-57.29
74400,0,1,0,0,0,1,1,52,15,72.81,-96.48
74700,1,1,0,1,0,1,1,-25,-59,71.28,27.73
75000,1,1,1,0,1,1,1,-68,65,53.83,-12.16
75300,0,1,1,1,0,1,0,81,18,-6.09,-30.78
75600,0,0,1,0,0,1,1,-47,-67,-3.38,-16.13
75900,0,1,0,0,1,0,0,49,86,-49.54,87.38
76200,0,1,0,0,1,1,1,50,-18,29.81,-32.93
76500,0,0,0,1,1,1,0,-56,1,-43.96,-13.51
76800,1,0,1,0,0,0,1,63,-28,56.71,-46.05
77100,1,1,1,1,1,1,1,-31,43,-15.49,-75.27
77400,0,1,1,0,0,0,1,-54,36,-93.67,-55.80
77700,0,1,0,1,0,0,0,-65,99,-71.22,63.80
78000,0,1,1,1,1,1,0,0,-90,-87.09,46.53
78300,0,0,0,0,1,1,1,-67,-16,-63.32,54.59
78600,0,1,0,0,0,1,1,-73,57,90.02,49.26
78900,1,1,1,0,0,0,0,70,-9,-30.88,19.44
79200,1,0,0,0,1,1,1,-66,-65,63.21,-67.00
79500,0,1,0,1,1,0,1,-83,-11,96.64,22.17
79800,0,0,1,1,1,0,1,5,-13,-16.94,-14.40
80100,0,1,1,1,1,1,1,68,-14,46.57,-2.24
80400,1,0,0,0,1,1,0,-11,-24,-20.49,-22.92
80700,1,0,1,0,1,1,0,86,-84,-37.65,-3.88
81000,0,1,0,1,1,1,1,-42,-93,22.26,-87.03
81300,1,1,0,0,1,1,1,34,-19,-9.58,-92.41
81600,0,0,1,1,0,1,1,-9,-71,6.68,21.75
81900,0,0,0,1,1,1,0,-49,84,-76.93,-0.90
82200,1,0,0,1,0,0,1,-99,4,24.55,57.70
82500,1,0,0,1,0,1,1,-47,11,20.74,57.04
82800,0,1,1,1,0,0,0,-48,16,-84.96,-97.82
83100,0,0,0,0,1,1,1,-20,-57,60.58,-13.81
83400,1,0,1,0,1,1,1,86,7,-16.08,-35.08
83700,1,0,1,1,0,0,0,19,-100,44.96,2.85
84000,1,0,0,0,1,0,0,-8,-33,-66.56,6.06
84300,1,0,0,1,0,1,0,-67,23,-15.44,-75.05
84600,0,0,1,0,1,0,0,-9,-46,97.01,-71.12
84900,1,0,0,1,1,0,0,51,12,-93.40,-16.24
85200,1,1,1,1,0,0,1,-34,25,-85.27,73.97
85500,1,0,1,1,1,1,1,72,-42,-21.13,47.37
85800,0,1,1,1,0,1,0,-45,-79,51.38,36.90
86100,0,0,0,1,0,1,0,97,-86,-52.83,-12.31
86400,1,1,1,0,1,1,0,-19,-22,7.84,-44.67
86700,1,0,0,0,1,1,1,86,39,26.13,31.65
87000,0,1,1,1,0,1,1,-6,7,44.80,-97.91
87300,1,1,0,0,1,0,1,70,28,-19.44,2.42
87600,0,0,1,1,1,1,1,41,88,-68.27,54.42
87900,0,1,0,0,1,0,0,-94,-76,47.89,95.74
88200,0,1,1,0,1,1,0,-72,79,68.85,50.11
88500,1,1,0,0,1,1,1,-30,-100,5.34,21.44
88800,1,1,1,0,0,0,1,99,51,36.24,0.23
89100,0,0,0,0,0,0,0,74,-76,-18.09,56.17
89400,0,1,1,1,0,0,1,17,11,76.59,-10.74
89700,0,0,0,0,1,0,1,-2,-25,71.36,91.12
90000,1,0,0,1,1,0,0,-68,56,-10.52,53.39
90300,1,1,0,1,1,0,0,-100,-83,-34.76,29.03
90600,0,1,0,0,1,1,1,-98,-19,-16.56,-13.61
90900,0,1,0,0,0,1,0,-94,-42,12.47,-30.14
91200,1,1,1,1,0,0,1,2,16,54.85,-18.16
91500,0,0,1,1,1,0,1,-94,36,44.75,49.92
91800,1,0,1,0,0,0,1,-44,-49,99.64,94.37
92100,0,1,0,1,0,0,1,-35,-72,-77.91,10.68
92400,1,0,1,0,0,0,0,71,52,89.69,-50.84
92700,1,1,0,1,1,0,1,-40,89,93.89,-69.78
93000,0,0,0,0,0,0,1,3,-79,-64.42,-34.77
93300,0,0,0,0,0,1,0,-2,63,-65.79,86.81
93600,1,1,1,1,1,0,0,-94,-48,1.52,37.18
93900,1,1,1,1,0,0,1,46,61,5.85,66.20
94200,1,1,0,1,1,0,1,-24,99,-36.33,68.17
94500,1,1,1,0,1,0,1,36,-71,-85.22,46.90
94800,0,1,0,0,0,1,1,27,-64,-48.04,-24.02
95100,1,0,0,1,0,0,0,29,-69,28.83,69.65
95400,0,0,1,0,1,0,1,-68,-93,91.23,-76.59
95700,0,0,0,1,1,0,1,-23,-7,62.04,92.32
96000,0,1,1,1,0,0,1,64,-25,18.51,-81.80
96300,1,0,0,0,1,0,0,-50,-71,-75.05,44.49
96600,1,1,0,0,0,0,0,92,-56,83.75,93.66
96900,0,1,1,1,0,1,0,95,64,-20.25,-26.64
97200,0,1,1,1,1,0,1,-86,-69,91.44,-10.52
97500,0,1,0,0,1,1,0,68,-85,72.40,76.26
97800,0,0,1,1,0,0,1,-34,2,-81.69,-55.93
98100,0,1,1,0,0,1,0,59,-70,40.34,35.99
98400,1,0,1,0,0,1,1,-75,-30,-90.11,33.42
98700,1,0,0,0,0,0,1,-36,-15,7.11,81.19
99000,1,0,1,0,1,0,0,83,12,-39.81,-54.91
99300,1,1,0,0,0,0,0,58,10,-77.57,78.36
99600,0,1,0,0,1,0,0,65,-91,90.63,-72.97
99900,1,0,0,0,1,1,0,-100,74,-36.68,53.00
100200,1,0,1,1,1,0,1,51,25,37.96,-64.68
100500,0,1,1,0,0,1,0,-76,-26,-34.09,-62.88
100800,1,0,0,0,1,1,1,-43,77,-56.31,10.41
101100,1,1,0,1,0,0,1,26,25,-46.31,19.63
101400,1,0,1,1,1,1,1,-7,40,-85.43,-65.50
101700,1,1,0,1,0,0,1,41,-72,-82.62,-14.56
102000,1,1,0,1,0,0,1,96,25,-12.71,95.73
102300,1,1,0,0,1,0,1,26,8,40.32,33.80
102600,0,0,1,1,1,0,0,-94,54,-10.48,99.00
102900,1,0,0,0,1,0,0,24,19,31.57,0.06
103200,1,0,0,1,0,1,0,87,8,-93.77,74.50
103500,1,0,1,0,1,1,0,75,-59,13.27,0.78
103800,0,0,1,0,0,1,0,-81,42,54.70,-86.32
104100,0,1,0,0,1,0,0,36,-18,-1.90,-77.48
104400,0,0,1,0,0,0,1,-18,-67,99.20,44.92
104700,1,0,1,0,1,1,0,-29,-14,-29.71,-17.80
105000,1,1,0,0,0,0,0,-8,-10,-95.00,-82.87
105300,0,0,0,1,0,1,1,79,53,1.85,73.92
105600,1,0,1,0,1,1,0,-8,75,47.47,31.93
105900,1,1,1,0,1,1,0,34,-85,-34.67,-72.89
106200,1,1,0,0,1,1,0,56,-21,-98.40,98.89
106500,0,0,1,0,1,0,1,-71,71,92.30,90.39
106800,0,1,1,1,1,0,0,74,-11,-38.87,87.24
107100,1,0,0,1,0,1,0,22,-20,99.07,-77.09
107400,0,0,1,0,1,1,0,78,2,69.00,97.93
107700,1,0,0,0,1,1,0,0,65,64.46,16.39
108000,0,1,1,0,0,1,0,78,86,48.05,63.11
108300,1,1,1,0,0,0,0,-17,40,-81.64,74.37
108600,0,1,1,1,0,1,0,69,37,-97.52,75.09
108900,1,1,1,1,1,0,0,60,43,82.73,94.31
109200,0,0,1,1,1,1,0,26,-26,-97.51,75.79
109500,1,1,0,1,1,1,0,-31,-88,-90.88,-6.23
109800,0,0,1,0,1,0,0,8,11,-73.71,88.74
110100,0,0,0,0,0,0,0,-14,-63,80.54,-34.20
110400,1,0,0,0,0,0,1,-97,96,-58.24,18.68
110700,0,1,0,0,0,0,1,-7,89,31.46,30.13
111000,0,0,1,1,1,0,0,30,-6,-21.03,-2.00
111300,0,1,0,1,1,0,1,50,58,92.92,-96.06
111600,1,1,0,1,0,0,1,-43,-30,95.16,-14.85
111900,0,1,0,1,1,0,1,-34,74,-34.33,-58.55
112200,1,1,1,1,0,0,0,-45,-22,16.26,57.34
112500,0,0,0,1,1,1,1,-83,92,28.46,63.17
112800,1,1,0,1,0,1,1,-83,-19,-60.71,29.03
113100,0,1,1,0,1,0,1,-93,48,25.23,64.34
113400,0,0,1,0,1,1,1,53,-89,-3.64,-48.54
113700,1,1,1,0,0,0,1,-79,-13,-15.00,-91.96
114000,0,1,0,0,1,0,0,-17,-1,-17.65,-83.24
114300,1,1,1,0,0,1,0,78,37,-56.77,-54.82
114600,0,0,0,1,0,0,1,88,52,-45.41,-59.90
114900,1,0,0,0,1,1,0,94,44,-14.28,50.37
115200,1,0,0,1,0,1,1,-29,-92,71.14,77.81
115500,0,0,1,1,1,1,1,3,21,38.36,85.03
115800,0,0,0,1,0,1,0,70,-45,-59.16,88.20
116100,0,0,0,0,0,0,1,94,-33,56.35,-13.54
116400,1,0,0,1,1,1,1,48,58,-47.35,23.16
116700,0,1,0,1,1,0,0,-6,-95,-15.99,-3.18
117000,0,0,0,1,0,0,0,6,-17,-79.24,73.69
117300,1,0,1,0,1,1,0,-75,90,-42.48,-5.10
117600,1,1,0,1,1,0,1,-79,21,13.95,97.42
117900,1,0,1,1,1,0,1,45,-11,-62.12,32.59
118200,0,0,0,0,0,1,1,-100,-43,39.57,40.74
118500,1,0,1,1,1,1,1,-66,37,-25.73,4.33
118800,0,0,1,1,1,0,1,-13,-23,2.26,66.67
119100,1,0,0,1,0,0,1,-86,-71,71.20,19.34
119400,0,1,1,0,1,0,0,-29,-52,16.90,27.31
119700,0,0,0,1,1,0,1,54,92,86.69,-14.14
120000,0,1,0,1,0,0,1,-26,-17,-7.11,72.00
120300,0,0,0,1,0,0,1,-37,-61,71.49,88.28
120600,1,1,0,0,0,0,0,-1,83,-48.09,34.67
120900,0,0,0,0,1,0,0,-64,-74,-50.47,-0.32
121200,1,0,0,0,0,0,1,25,4,12.80,69.82
121500,0,0,1,0,1,0,1,62,85,-99.76,-39.69
121800,1,1,0,0,0,0,0,-81,83,-97.91,-50.84
122100,1,1,1,1,0,0,1,68,-71,-78.81,2.92
122400,1,0,0,1,1,1,1,-80,98,-46.16,-70.01
122700,1,0,1,1,0,1,0,85,76,-69.17,55.36
123000,1,1,0,1,1,1,0,-19,61,76.99,-40.82
123300,1,1,1,1,0,1,0,64,74,25.48,-89.49
123600,0,1,1,0,0,0,0,3,-11,61.24,-50.87
123900,0,0,1,1,0,1,0,-42,-99,25.43,-55.02
124200,0,1,1,1,0,0,0,22,43,81.03,21.31
124500,1,1,0,1,1,1,0,94,20,-39.38,45.61
124800,1,1,0,1,1,0,1,13,-36,1.54,-38.70
125100,0,0,1,0,1,0,1,8,4,30.02,-39.35
125400,0,0,0,0,1,1,1,-36,-44,48.42,-22.51
125700,0,1,1,0,1,0,1,-36,-59,80.47,70.79
126000,1,0,0,1,1,1,1,-67,66,-43.47,13.51
126300,0,1,1,0,1,1,0,44,-2,13.46,6.01
126600,1,0,1,1,0,1,1,-80,56,-56.90,96.30
126900,1,1,1,0,0,1,1,-91,-86,-23.15,98.34
127200,1,1,0,1,1,1,0,-65,69,-25.91,22.61
127500,0,0,1,1,0,1,1,2,26,16.46,-94.87
127800,1,0,0,0,0,0,0,3,-30,47.02,-82.89
128100,1,0,1,0,0,1,0,-57,20,-97.07,-35.13
128400,0,0,0,0,1,0,1,82,-11,-23.12,32.07
128700,1,1,1,0,0,0,1,-18,-49,-91.68,-46.18
129000,0,0,1,1,0,0,0,-82,10,30.37,-31.10
129300,0,0,1,0,1,1,1,-17,30,-54.69,91.99
129600,0,1,0,1,0,0,0,81,-45,-89.95,-99.41
129900,0,1,0,1,0,1,1,85,-4,16.99,-51.23
130200,1,1,0,0,1,1,1,20,-81,-96.34,83.94
130500,1,1,1,0,0,1,1,25,68,19.06,60.09
130800,0,0,1,0,0,1,0,16,-13,-66.07,-61.39
131100,1,0,0,0,1,0,0,-94,-95,60.53,95.69
131400,1,1,1,1,1,0,0,58,25,-57.25,-54.13
131700,0,1,0,0,0,0,1,20,87,18.67,-25.65
132000,0,1,0,1,1,1,1,-56,74,-18.18,-83.58
132300,1,0,1,0,0,0,1,35,-79,7.89,-54.33
132600,1,1,0,1,0,0,0,-22,26,-84.06,59.85
132900,1,0,1,1,0,0,1,2,66,44.31,90.20
133200,1,1,0,0,1,1,0,89,-87,14.05,50.24
133500,1,1,0,0,0,0,0,-31,94,-39.71,-2.02
