czas,isTof_1,isTof_2,isTof_3,isTof_4,islineS_1_Active,islineS_2_Active,islineS_3_Active,motor1_speed,motor2_speed,imuX,imuY
63000,1,1,1,1,1,1,1,-29,78,-61.22,-51.06
64000,0,0,0,1,1,0,1,-50,-36,-61.15,45.50
65000,0,0,1,1,0,1,1,36,28,-1.70,-80.92
66000,1,1,1,0,1,1,1,-11,-79,93.30,-87.75
67000,1,0,1,0,0,0,0,-18,-8,2.51,-32.64
68000,1,1,0,0,1,0,0,80,23,94.99,35.17
69000,0,1,1,1,1,1,0,4,-15,46.62,28.96
70000,0,0,0,0,1,1,1,14,2,-62.86,58.03
71000,0,0,1,0,0,1,0,95,82,-39.98,-13.00
72000,0,1,0,0,1,1,1,-66,47,-21.35,1.63
73000,1,1,1,0,0,0,1,-64,-30,55.36,67.63
74000,0,1,0,1,0,1,1,-73,94,-86.36,-55.54
75000,0,0,1,1,1,0,1,15,-27,28.54,-45.46
76000,0,0,0,1,0,0,1,-33,-44,30.62,-86.34
77000,1,1,1,0,1,1,0,73,-19,88.01,-87.56
78000,0,0,0,1,1,0,0,83,62,-62.14,48.58
79000,1,1,1,0,0,1,0,3,5,-52.95,-19.84
80000,1,1,0,0,1,0,1,-62,-56,84.08,-26.03
81000,0,1,1,1,1,0,0,-90,-24,-16.92,47.12
82000,0,1,0,0,0,1,0,80,21,-90.42,9.84
83000,1,1,1,0,0,1,1,-4,-16,37.46,-43.20
84000,1,1,1,1,0,0,0,-52,-56,94.89,60.50
85000,1,0,0,1,1,1,1,-27,17,-89.98,-50.03
86000,1,1,1,0,0,0,0,2,-32,93.64,15.64
87000,1,1,1,1,0,1,1,-9,-91,0.53,-11.11
88000,0,0,1,1,1,1,1,14,-30,-78.55,44.61
89000,1,1,0,1,1,0,0,-11,74,53.86,-88.68
90000,0,1,1,0,0,1,1,13,-69,-12.89,-22.58
91000,0,0,1,1,1,1,1,-69,-76,-88.67,84.24
92000,1,0,1,0,1,0,0,-12,-57,62.94,-63.15
93000,1,0,1,1,0,1,1,1,-85,24.93,-26.11
94000,1,0,1,1,0,0,1,-30,-27,89.63,-62.61
95000,1,0,1,0,0,0,0,-93,65,2.66,10.57
96000,0,0,0,0,0,1,0,-81,-13,-32.97,-79.31
97000,0,1,0,1,0,1,0,19,26,-41.48,53.79
98000,0,0,1,1,1,0,1,-60,-73,13.69,-30.23
99000,0,0,0,0,0,1,1,-75,47,3.93,21.06
100000,0,1,0,0,0,1,0,24,-48,-27.93,70.67
101000,0,0,1,1,0,0,1,-92,-14,5.21,1.41
102000,1,1,0,1,1,1,0,-15,98,-89.70,4.31
103000,0,0,0,1,0,1,1,36,4,21.22,-92.40
104000,0,0,1,1,0,1,1,-8,-48,-57.46,-84.58
105000,1,0,0,1,0,0,0,26,2,-31.28,-35.86
106000,1,1,0,1,1,0,0,69,98,4.10,63.45
107000,0,0,1,0,0,1,0,-86,-12,-7.53,-25.06
108000,0,0,1,0,1,1,1,15,73,29.85,11.17
109000,1,0,0,1,1,1,0,57,-69,59.55,1.18
110000,0,1,1,1,0,0,0,24,-91,31.48,90.01
111000,1,1,0,1,0,1,0,-100,55,-34.40,-54.40
112000,0,0,1,1,1,1,0,12,3,89.14,9.19
113000,1,1,0,1,0,0,0,15,56,74.19,87.49
114000,0,1,1,1,1,0,1,-77,-60,-73.67,27.15
115000,1,0,0,1,1,0,1,9,94,-36.13,11.57
116000,0,0,1,0,0,1,1,-10,54,65.35,43.85
117000,1,0,0,1,1,0,1,-45,-96,-3.41,49.80
118000,1,0,1,0,0,1,1,-62,15,-19.84,11.80
119000,1,0,0,1,1,0,1,33,-17,-24.95,11.74
120000,0,1,0,1,1,0,1,34,70,-83.83,31.34
121000,1,1,1,1,1,0,0,43,65,25.82,58.68
122000,0,1,1,1,1,0,1,66,-61,58.51,-84.25
123000,0,0,1,1,0,0,0,24,7,-90.62,-45.03
124000,1,0,1,0,1,0,0,52,-95,84.25,82.43
125000,0,0,1,0,1,1,0,-57,28,14.66,50.05
126000,1,0,0,1,1,1,1,21,-36,-75.40,-61.55
127000,1,1,0,1,1,0,1,38,75,-77.48,-46.99
128000,0,1,1,1,1,0,0,-62,24,63.44,76.49
129000,1,0,0,0,0,1,1,-4,-32,72.19,82.04
130000,1,1,0,1,1,1,0,-58,-79,-96.78,1.22
131000,0,1,1,1,0,1,0,-66,-64,9.61,-75.71
132000,1,0,1,1,1,1,1,20,40,-52.17,-28.63
133000,0,0,1,0,0,1,0,41,79,83.98,86.54
134000,1,0,1,1,0,0,1,58,20,73.67,-57.41
135000,1,1,1,0,1,1,0,-71,-39,-33.49,-48.07
136000,0,0,1,1,1,0,0,41,-4,-65.73,35.62
137000,1,0,1,1,1,0,0,34,-72,10.38,-11.84
138000,1,1,0,0,0,0,0,-78,69,-15.82,-71.15
139000,0,1,0,0,0,1,0,-6,-59,-22.95,87.84
140000,0,0,0,1,1,1,0,61,-84,98.98,-11.70
141000,0,1,1,0,0,0,1,9,62,8.27,-43.57
142000,0,1,1,0,0,0,1,-61,-41,75.73,-45.89
143000,0,0,0,0,1,0,0,-38,19,19.02,-5.56
144000,0,0,1,1,0,1,1,-15,80,-24.68,-87.15
145000,1,0,1,0,0,1,0,-76,79,-0.92,-9.04
146000,1,1,0,0,0,0,1,-92,39,-85.22,-43.33
147000,0,1,1,0,0,0,1,23,43,27.67,1.80
148000,1,1,1,0,0,1,1,-20,-24,24.12,28.66
149000,1,1,0,1,1,1,0,-90,48,58.67,-71.32
150000,0,0,0,0,1,0,1,60,58,-3.78,-78.43
151000,0,0,1,0,0,0,0,14,27,0.31,73.66
152000,1,0,0,1,1,0,0,75,-65,-34.69,90.16
153000,0,1,0,1,0,1,1,3,-19,-31.62,-90.02
154000,0,0,1,1,0,0,1,76,57,91.05,48.10
155000,1,0,0,0,1,0,0,-20,18,-38.32,94.91
156000,1,1,1,1,1,1,1,54,47,-39.24,-73.05
157000,0,1,0,1,0,1,0,11,-5,23.25,40.67
158000,0,1,1,0,1,0,0,-18,-7,-6.68,-51.77
159000,1,1,1,0,1,0,0,85,24,41.11,32.56
160000,1,0,0,0,1,0,0,-1,76,-78.66,-1.11
161000,1,1,1,0,1,1,0,-43,-38,83.64,-53.92
162000,0,0,0,0,1,0,0,83,98,-59.11,62.11
163000,0,1,1,1,1,0,1,30,-81,33.81,63.49
164000,0,0,1,0,1,1,0,-47,-6,-78.95,-19.86
165000,0,0,1,1,0,0,1,-1,39,-40.20,77.84
166000,1,1,0,1,1,1,1,23,-87,18.03,-72.41
167000,1,0,1,1,0,0,1,18,-4,-72.78,-39.08
168000,1,0,0,1,0,1,1,61,37,-85.71,72.30
169000,0,1,1,0,0,1,0,-46,62,-22.96,72.80
170000,1,1,0,1,0,1,0,-46,-10,-11.91,-53.37
171000,1,0,0,0,0,1,1,-8,-95,19.21,24.74
172000,0,0,1,1,1,1,1,-62,-92,-69.95,97.35
173000,1,1,0,0,0,0,0,44,45,28.77,72.17
174000,0,0,1,0,1,1,1,96,95,84.51,-2.50
175000,1,0,0,1,1,0,0,-95,95,57.11,40.11
176000,1,1,0,0,0,0,0,-70,-52,6.17,39.19
177000,0,0,0,1,1,0,0,-33,20,-23.13,-15.26
178000,1,1,1,1,0,1,1,-52,-37,-69.33,-89.32
179000,0,1,0,1,0,0,1,88,93,-31.09,-18.39
180000,1,1,1,1,0,0,1,-25,-47,-80.35,-46.97
181000,0,0,1,0,0,1,1,-19,93,-90.69,-48.60
182000,1,1,1,1,0,1,0,-33,33,-77.18,36.40
183000,1,1,0,0,0,0,0,-69,20,-75.17,37.47
184000,1,0,0,0,1,0,0,80,-33,-89.98,-5.31
185000,0,1,1,0,0,0,0,-74,28,72.17,74.87
186000,1,0,0,0,1,0,0,-92,-86,83.71,-2.12
187000,1,1,0,0,0,1,0,-22,29,-19.44,2.00
188000,1,1,1,1,0,0,0,-74,-74,-23.87,22.84
189000,1,0,0,1,1,1,0,-55,100,73.37,-4.47
190000,0,1,1,0,0,0,1,43,78,-96.83,-64.07
191000,0,1,0,1,0,1,0,66,30,-63.10,-71.26
192000,0,0,0,1,1,1,0,87,-49,96.35,69.61
193000,1,1,0,1,1,1,1,-86,8,-51.86,-40.16
194000,0,1,1,1,1,0,1,55,48,-58.28,16.65
195000,1,1,1,1,1,0,1,88,33,-74.85,-7.06
196000,0,0,0,0,1,0,1,93,88,9.85,20.62
197000,0,1,1,0,0,1,0,30,-30,97.42,80.59
198000,1,1,1,1,0,1,1,-70,61,-36.58,-23.71
199000,0,1,0,0,1,1,0,49,-15,-54.06,-5.05
200000,0,0,0,0,1,1,1,-10,57,-92.06,5.49
201000,0,0,1,0,1,0,1,-50,40,-21.88,71.24
202000,0,1,0,1,1,0,1,-3,81,38.35,42.37
203000,0,0,0,1,1,1,0,65,-50,59.19,36.52
204000,0,0,1,1,0,0,1,94,-99,5.70,31.35
205000,1,1,1,1,0,1,0,-66,6,-36.83,-17.44
206000,0,0,1,1,0,0,0,17,-2,51.67,90.98
207000,1,0,1,1,1,0,1,55,-96,-37.27,-86.30
208000,1,0,1,0,1,0,0,-27,6,-81.17,97.49
209000,0,1,0,1,1,0,0,-70,-85,86.64,-90.59
210000,1,1,0,0,0,1,0,96,20,64.16,37.32
211000,1,0,0,1,0,1,1,-74,-57,-65.54,-31.58
212000,1,0,1,1,0,1,1,58,62,-58.46,-15.52
213000,1,0,1,0,0,0,0,53,84,28.91,-56.02
214000,0,1,1,0,1,0,1,-20,28,-45.69,52.49
215000,1,1,0,1,1,1,1,90,30,-71.50,74.78
216000,1,1,0,0,0,0,0,31,-45,-30.85,-66.72
217000,0,0,0,0,1,1,0,-46,-20,-21.13,24.27
218000,0,1,1,1,1,1,0,4,94,-17.74,-76.13
219000,0,0,0,0,1,1,1,44,71,75.60,22.82
220000,0,1,0,0,0,0,1,63,-55,92.69,-6.69
221000,1,0,0,0,1,1,0,-59,-22,-87.02,-10.98
222000,1,0,0,0,1,0,1,37,-83,19.50,-26.56
223000,0,0,1,0,1,0,1,-35,-75,-60.78,86.07
224000,0,0,0,0,0,1,1,-60,-77,1.01,-5.33
225000,0,1,1,1,0,0,1,3,8,-81.24,74.50
226000,1,1,0,0,0,1,1,38,-15,-12.27,-14.40
227000,1,0,0,0,1,1,1,-33,-77,-97.27,-94.75
228000,0,0,0,1,1,0,1,-30,52,4.90,-74.95
229000,1,0,0,0,1,0,0,-14,-17,-29.14,-65.13
230000,1,0,1,0,1,1,0,-17,-39,-16.98,99.80
231000,0,0,0,0,1,1,1,-24,30,-86.98,2.79
232000,0,1,0,1,0,0,0,-32,-23,73.82,-27.06
233000,0,1,0,1,1,1,1,-64,80,-98.40,0.97
234000,0,1,1,1,1,1,1,20,78,-66.23,-42.11
235000,1,0,1,1,1,1,0,-26,79,5.91,-13.45
236000,1,1,1,0,1,1,1,-25,25,-39.97,11.56
237000,1,0,1,1,0,0,1,-20,-38,-34.01,-66.73
238000,0,0,0,1,0,1,1,34,-53,-30.47,81.87
239000,1,0,1,1,0,0,1,15,-82,34.09,29.96
240000,0,1,1,1,0,0,1,29,-23,59.06,35.00
241000,0,0,1,1,1,1,0,-96,-8,91.82,-1.71
242000,1,0,0,1,0,1,1,22,33,-86.15,-87.45
243000,0,1,1,0,1,1,1,-76,-22,96.17,80.90
244000,0,0,0,0,0,0,1,13,-11,-15.98,-90.84
245000,1,1,1,1,1,1,0,-43,87,96.11,74.39
246000,1,0,1,0,1,1,1,-76,-16,39.59,-47.15
247000,1,0,1,1,0,0,0,54,96,-70.30,-83.09
248000,0,0,1,1,0,0,0,-69,41,-97.65,15.54
249000,0,0,0,1,0,1,1,43,-63,99.67,23.83
250000,0,1,0,1,0,1,1,22,-59,49.12,-5.58
251000,0,0,1,1,0,1,0,-68,-34,69.06,47.39
252000,0,0,0,0,0,0,1,52,48,73.62,2.85
253000,1,1,0,1,0,0,0,71,31,-87.25,-4.36
254000,0,0,0,1,0,1,0,71,-79,-5.26,-61.61
255000,0,1,1,0,0,1,0,57,72,42.87,61.65
256000,0,0,1,0,1,1,0,2,-22,53.29,8.93
257000,0,1,0,1,1,1,1,-95,4,62.89,19.93
258000,0,1,0,1,0,1,0,-82,-28,-18.69,-27.66
259000,1,1,1,1,1,1,1,52,3,-92.83,-48.53
260000,0,0,1,1,1,1,0,4,-3,10.40,-58.33
261000,0,0,1,1,0,0,0,-60,42,73.22,-98.62
262000,1,0,1,0,0,0,0,-28,-26,26.67,-32.42
263000,0,0,1,1,1,0,0,79,-84,53.68,39.64
264000,0,0,1,0,1,1,1,-26,22,-11.73,-34.39
265000,1,1,1,1,1,1,0,-54,73,-18.83,-41.56
266000,0,0,0,1,1,1,1,-86,-71,55.70,10.30
267000,0,1,1,0,0,0,0,-93,-5,8.82,-97.94
268000,1,0,0,1,0,1,0,69,-5,-23.90,-34.26
269000,0,0,0,0,0,1,1,-44,-17,-21.95,15.79
270000,0,0,0,0,0,1,1,-76,58,69.51,53.39
271000,0,0,0,1,0,1,1,29,-26,-42.97,74.97
272000,1,0,0,0,0,0,0,27,-98,5.55,-63.26
273000,1,1,0,1,0,1,1,18,58,56.56,-31.44
274000,1,1,1,0,1,1,1,-2,12,-34.22,-69.45
275000,1,0,1,1,1,1,0,-45,-61,94.75,-29.61
276000,1,1,0,1,1,0,0,-2,-96,63.47,-62.24
277000,1,1,0,1,1,1,0,-90,14,-58.29,57.70
278000,1,0,0,1,1,1,0,4,44,9.31,-57.19
279000,0,1,1,1,1,0,0,-63,47,-92.37,-43.32
280000,0,1,1,0,1,1,1,-21,-97,-94.58,63.58
281000,1,0,0,1,0,1,1,-61,-13,8.69,4.38
282000,0,0,0,1,1,0,1,35,43,44.74,-95.68
283000,0,1,0,0,1,1,1,-20,60,-49.87,10.30
284000,0,0,1,0,1,1,0,70,-43,-40.35,98.61
285000,0,1,1,0,1,1,0,96,-66,4.46,35.57
286000,0,1,0,1,0,1,0,-83,52,-85.78,-22.34
287000,1,0,0,0,1,1,1,-26,33,79.88,28.99
288000,1,1,0,0,1,0,0,100,55,-96.88,-10.93
289000,1,1,0,1,1,0,0,8,86,-19.67,-82.43
290000,0,1,0,0,0,1,0,-67,48,-41.25,44.11
291000,1,0,0,1,0,0,1,83,-91,-19.91,-34.49
292000,1,0,0,0,1,1,1,-86,83,-2.81,-21.25
293000,1,1,1,0,1,0,1,-9,34,-87.68,79.44
294000,1,1,1,0,0,0,1,76,82,78.97,42.96
295000,0,0,0,1,1,1,1,-84,-100,-41.51,4.35
296000,1,0,0,0,1,0,0,43,78,80.66,81.30
297000,0,1,1,1,0,0,0,-32,-72,-36.34,70.34
298000,1,1,0,0,1,0,0,-43,-78,-35.70,7.54
299000,0,0,0,0,1,1,1,60,-3,-57.39,-91.57
300000,0,1,1,0,0,1,1,75,-93,24.99,-31.23
301000,0,0,0,1,1,1,0,-13,76,20.09,71.49
302000,1,0,0,1,1,0,1,-52,-37,83.29,-0.65
303000,0,0,0,0,0,0,0,-33,-53,68.22,-11.62
304000,1,0,0,0,1,0,0,43,-48,-7.37,0.57
305000,0,0,0,1,1,1,1,73,77,86.18,80.34
306000,1,1,0,1,1,1,1,-71,-83,44.80,0.12
307000,0,1,0,0,0,1,1,-63,-67,67.90,-73.16
308000,1,0,0,1,1,0,1,77,61,19.81,-37.38
309000,0,1,1,0,1,1,0,-92,-76,-19.08,78.86
310000,1,1,1,1,1,1,0,-37,-71,75.25,27.20
311000,1,1,0,1,1,0,1,-61,74,17.00,-64.63
312000,0,0,0,1,1,0,1,-29,-89,74.29,-74.53
313000,0,1,1,0,0,1,1,-49,48,97.54,-52.40
314000,1,1,0,1,0,0,0,-74,-79,82.35,-48.14
315000,1,1,1,0,0,1,1,2,-2,-50.86,29.99
316000,0,0,0,0,1,0,0,45,-94,-35.39,-34.73
317000,0,1,0,0,1,1,0,-52,-64,-74.59,-6.58
318000,1,1,0,0,0,0,0,33,32,-92.32,-5.44
319000,1,0,0,0,1,0,1,33,-49,90.26,-68.67
320000,0,0,0,0,0,0,0,-57,-20,-19.89,-11.78
321000,0,0,0,0,1,0,1,-56,18,86.00,-73.62
322000,1,0,1,1,0,0,0,-91,87,-65.55,6.09
323000,0,1,1,1,1,0,0,32,99,16.63,9.78
324000,1,0,0,1,1,0,1,29,-50,-91.00,72.77
325000,0,1,1,1,1,0,1,35,94,-87.28,-62.10
326000,0,1,1,0,0,0,0,85,-93,-7.69,7.03
327000,1,0,1,1,1,1,1,56,-58,51.13,-15.72
328000,0,0,0,0,0,0,1,32,-63,-54.57,-86.56
329000,0,1,1,0,0,0,1,62,53,68.93,-49.74
330000,1,0,0,0,1,1,1,85,54,-14.96,-29.08
331000,0,0,0,1,1,0,0,62,95,81.41,92.14
332000,0,1,1,0,1,0,0,73,-46,70.26,-6.37
333000,1,0,1,1,0,0,0,17,17,14.21,-33.15
334000,1,0,1,1,1,0,1,-3,-61,-64.85,-43.79
335000,0,1,0,1,0,0,0,-56,54,8.93,-78.95
336000,1,0,0,0,1,0,1,-7,-81,25.24,-79.66
337000,1,0,0,1,0,0,0,60,2,-24.28,58.05
338000,1,0,0,0,0,0,1,-56,37,23.82,77.01
339000,0,1,0,1,1,1,1,-17,15,27.62,-66.66
340000,0,1,0,0,0,0,1,-4,-23,-54.02,-33.92
341000,1,0,1,0,0,0,0,-21,-23,40.65,-76.58
342000,1,0,1,1,1,0,1,-56,-8,58.56,-2.99
343000,0,0,1,1,0,1,1,-7,-91,-87.81,-92.48
344000,0,0,0,1,0,1,0,56,-53,97.11,-3.67
345000,0,0,0,0,1,1,1,-29,52,-40.66,-47.71
346000,1,1,1,0,1,1,1,-16,53,-26.52,-31.84
347000,1,0,1,0,1,0,0,-32,-2,-53.45,73.77
348000,0,1,0,1,1,0,1,51,-26,-73.03,-79.33
349000,1,1,0,0,1,1,1,63,-93,85.60,67.58
350000,1,0,1,1,0,0,1,97,78,-29.13,99.63
351000,0,1,1,0,1,1,0,-81,69,88.07,39.47
352000,0,1,1,1,1,1,0,-16,-57,41.77,-43.01
353000,1,1,0,1,0,0,1,47,-58,95.75,57.94
354000,1,0,0,0,1,1,1,31,-6,-22.69,-24.53
355000,1,1,0,1,1,0,0,20,76,-13.86,43.13
356000,0,0,0,1,0,1,1,62,60,49.33,27.81
357000,1,1,0,0,1,1,1,-17,-66,11.70,-23.65
358000,1,1,1,1,0,1,0,51,-6,40.53,-63.26
359000,0,0,1,1,0,0,1,-60,23,64.71,72.51
360000,1,1,1,0,0,1,1,16,71,95.24,19.13
361000,0,1,1,0,0,1,1,74,93,48.46,37.71
362000,0,0,1,0,1,1,1,59,28,93.31,-3.03
363000,0,1,0,1,0,0,0,86,96,58.26,-64.79
364000,1,1,0,1,0,0,1,100,8,18.77,-11.46
365000,0,1,1,1,1,0,1,-98,-23,-20.10,45.23
366000,1,0,0,0,0,1,0,-82,20,95.79,-0.27
367000,1,0,0,1,1,1,1,95,-42,96.85,18.27
368000,1,0,0,1,0,0,1,-58,-67,-20.12,-27.15
369000,1,1,0,0,0,0,1,-15,-91,-51.67,-17.24
370000,1,1,0,0,0,1,1,18,38,72.07,-10.13
371000,1,1,1,0,0,0,1,-54,67,-39.00,6.26
372000,0,0,1,0,1,0,0,54,-11,-60.76,-67.88
373000,0,0,0,1,1,1,0,-69,-3,25.89,-66.46
374000,1,1,0,0,0,0,1,-49,-13,33.31,-18.31
375000,0,0,0,0,0,0,0,-59,-22,7.39,56.64
376000,1,1,1,0,0,1,1,56,-6,-53.72,30.02
377000,0,1,0,0,1,1,1,73,71,-21.17,-17.99
378000,1,1,0,0,1,0,1,9,8,33.03,-75.38
379000,1,0,1,0,0,1,1,49,-63,-60.73,18.33
380000,1,0,1,1,1,1,1,79,91,66.48,11.76
381000,1,0,0,0,1,1,1,85,73,74.44,-41.38
382000,1,1,1,0,0,0,1,-46,34,-2.29,-91.61
383000,0,0,0,1,1,1,1,16,-46,-23.77,-0.60
384000,0,0,1,0,0,0,1,91,-25,-9.77,32.25
385000,0,0,1,1,0,0,1,58,-29,-79.56,39.79
386000,1,1,1,0,1,0,0,83,-65,97.59,-24.16
387000,0,1,0,0,1,1,1,8,94,-87.04,-76.91
388000,1,0,0,0,0,0,0,59,-63,-76.52,55.65
389000,1,1,1,0,0,0,0,-91,42,32.68,47.02
390000,0,0,0,0,1,1,0,-64,-84,9.21,-6.60
391000,1,1,1,0,1,0,0,-40,57,97.34,-71.01
392000,1,0,0,0,0,0,1,-50,1,27.36,-81.81
393000,0,1,0,1,0,0,1,16,-11,0.15,4.93
394000,0,1,0,0,0,0,1,66,60,39.50,-0.69
395000,1,1,0,0,0,0,0,-78,69,-81.90,-68.55
396000,0,0,1,0,0,0,1,2,-72,-9.18,69.72
397000,0,1,0,1,0,0,1,10,91,-2.03,-79.38
398000,1,0,1,0,0,0,1,56,-14,82.20,61.58
399000,1,1,0,1,0,0,1,-55,-39,-82.80,85.34
400000,1,1,1,0,0,1,0,77,75,-86.06,-40.37
401000,0,1,0,1,0,1,0,-8,-25,5.36,24.98
402000,0,1,0,1,0,0,0,-86,-20,-63.22,-15.09
403000,0,1,0,1,0,0,1,92,-98,3.47,18.93
404000,1,0,1,0,0,1,0,0,20,54.93,42.58
405000,1,0,0,0,1,0,1,-6,-74,-41.38,71.06
406000,0,0,1,1,0,1,1,-55,31,-93.41,73.15
407000,1,0,1,1,0,0,0,1,83,-34.53,83.84
408000,0,1,0,1,1,0,1,-32,17,-5.98,82.37
409000,1,0,0,1,0,1,1,65,-85,69.30,66.47
410000,0,0,1,1,1,1,0,85,-54,-88.11,3.35
411000,0,0,1,1,1,0,0,-3,8,43.15,70.75
412000,0,0,0,1,1,0,1,33,50,93.00,-12.14
413000,1,0,0,1,1,0,1,-89,-41,76.74,-59.41
414000,0,0,1,0,0,0,0,-53,-11,68.31,-16.84
415000,0,1,1,1,0,0,0,-38,-35,23.16,-51.45
416000,1,0,0,1,0,1,0,-87,16,41.02,-71.22
417000,1,1,0,1,0,0,1,16,-28,74.11,86.98
418000,0,1,1,0,1,0,1,2,10,8.57,97.44
419000,1,0,1,0,1,0,0,-74,75,-30.07,21.72
420000,1,0,1,1,1,1,0,-93,80,61.50,-84.87
421000,0,0,1,1,0,0,1,52,-16,25.27,-69.95
422000,1,0,1,0,1,0,1,-30,-94,35.02,-74.23
423000,0,0,0,0,0,1,0,-77,45,-70.88,51.37
424000,1,1,0,1,1,1,0,56,74,20.37,-16.14
425000,0,0,1,1,1,0,0,-37,-61,-24.55,88.79
426000,0,1,1,0,1,0,1,24,-73,10.74,39.89
427000,1,0,0,0,1,1,0,-97,79,-78.79,98.99
428000,1,1,0,0,1,1,1,-60,25,-31.97,-38.34
429000,0,1,0,0,1,1,1,-23,-83,-50.95,-62.61
430000,0,1,1,0,0,0,0,50,28,-87.77,-14.44
431000,1,1,1,1,1,0,1,-43,-84,-6.79,-54.45
432000,0,1,0,1,1,1,0,67,14,58.84,-5.85
433000,1,1,0,0,1,0,1,-34,74,-70.89,35.03
434000,1,0,0,1,1,0,1,23,-88,7.80,58.43
435000,0,1,0,1,1,0,1,-67,3,60.12,64.89
436000,0,1,0,1,0,1,1,10,-91,4.31,20.08
437000,1,1,0,0,1,1,1,-57,32,-55.94,-74.46
438000,0,0,0,1,0,0,0,62,90,30.65,-74.04
439000,0,0,0,0,0,0,1,-29,76,41.29,-67.95
440000,1,0,1,0,1,1,1,41,3,20.95,-55.76
441000,1,1,0,1,1,0,1,63,-56,98.42,92.27
442000,1,0,1,0,1,1,0,-35,-99,30.98,-67.13
443000,1,0,1,1,1,0,0,-29,-42,-42.09,10.52
444000,1,1,0,1,0,0,1,0,37,20.21,-18.80
445000,1,1,1,1,1,1,1,1,-46,-57.01,98.95
