czas,isTof_1,isTof_2,isTof_3,isTof_4,islineS_1_Active,islineS_2_Active,islineS_3_Active,motor1_speed,motor2_speed,imuX,imuY
1260,0,1,1,1,1,1,1,-95,-19,58.13,29.93
1280,0,0,0,0,1,1,1,54,-43,32.03,42.18
1300,0,0,0,1,0,0,0,70,-77,45.56,-62.84
1320,0,1,0,0,0,1,0,-14,46,-78.17,-78.47
1340,0,1,0,1,0,0,1,98,48,10.52,-12.95
1360,1,1,1,0,1,0,0,-4,-23,58.86,47.70
1380,1,0,1,1,0,0,1,11,99,-38.35,-70.53
1400,0,0,0,1,1,0,0,-7,-22,-22.78,-85.23
1420,1,1,1,0,1,0,0,-87,23,48.24,18.17
1440,0,0,1,0,1,1,0,30,79,90.30,-84.88
1460,0,0,1,0,0,0,0,-70,22,26.09,-46.89
1480,1,1,1,1,0,1,0,-5,93,79.65,9.42
1500,1,0,0,1,1,1,0,83,36,24.03,4.12
1520,1,1,1,0,1,1,1,-36,56,-84.12,-21.75
1540,0,1,0,1,0,0,1,25,30,-47.35,48.26
1560,1,0,0,0,0,0,0,78,-61,99.36,35.98
1580,1,0,1,0,0,1,0,-4,33,6.08,-58.96
1600,1,1,1,0,0,1,0,99,17,-99.15,76.78
1620,1,1,1,1,0,0,1,-92,-67,32.66,-1.61
1640,0,0,1,1,1,0,0,93,-52,-53.09,58.47
1660,1,1,1,0,0,1,1,-34,-54,-37.09,-7.48
1680,1,1,1,1,1,1,1,68,31,-78.95,76.53
1700,0,0,0,0,0,0,0,-18,17,-84.60,-37.88
1720,1,1,1,0,1,1,1,-42,-9,-90.24,-6.61
1740,1,1,0,0,0,1,1,94,80,-19.76,-11.54
1760,0,1,0,0,0,1,0,-46,16,96.62,86.84
1780,0,0,0,0,1,1,0,-53,88,-78.86,-48.42
1800,0,1,0,1,1,0,0,-45,91,-61.09,5.06
1820,1,1,1,1,0,0,0,15,10,-87.48,-47.11
1840,1,1,1,1,0,0,1,-5,-90,-98.20,-9.08
1860,0,0,1,0,1,0,0,-86,-73,-75.04,18.61
1880,0,0,1,1,1,0,1,57,8,19.36,27.57
1900,1,0,1,0,0,0,1,-39,-31,-64.31,14.91
1920,1,0,0,0,0,1,0,-19,38,-41.71,-22.02
1940,1,1,1,0,1,0,0,-55,-66,-6.12,25.49
1960,0,1,0,1,1,1,1,93,-36,44.20,-72.61
1980,0,1,1,0,0,0,1,96,98,93.88,82.92
2000,1,1,1,0,0,1,1,94,-99,22.82,45.90
2020,0,1,1,0,0,0,0,-16,-12,-66.44,-84.90
2040,1,0,1,1,1,0,0,35,-82,-63.71,2.77
2060,1,1,1,1,0,0,1,23,70,-81.20,37.57
2080,1,0,1,1,1,0,0,13,12,-21.04,-18.80
2100,0,1,1,1,0,0,1,22,-25,69.31,-85.50
2120,0,0,1,0,1,0,0,-50,68,76.19,-24.96
2140,1,1,1,1,0,1,0,-60,57,74.96,72.75
2160,0,0,0,0,1,0,1,-66,24,21.03,61.58
2180,1,0,1,0,0,1,0,-12,74,39.43,-27.92
2200,0,1,0,1,1,1,1,-42,24,46.74,87.31
2220,1,0,1,1,0,1,1,-86,87,76.49,99.34
2240,1,0,0,1,1,0,0,6,49,87.72,53.65
2260,1,0,1,0,0,0,1,-86,72,-41.98,11.71
2280,0,1,1,1,0,0,0,-70,61,7.46,5.94
2300,1,0,1,0,1,1,0,-9,1,-81.36,21.35
2320,1,0,1,0,0,1,0,24,70,67.54,-85.08
2340,0,1,1,1,0,0,0,43,-4,-73.94,-87.22
2360,1,0,0,1,1,1,1,58,26,-87.81,46.18
2380,1,1,0,1,0,0,1,-59,-23,-15.98,-50.63
2400,0,1,1,0,1,0,0,82,-86,-40.46,27.11
2420,0,1,1,1,0,0,0,-30,3,54.02,3.12
2440,0,0,1,1,0,1,1,-87,78,-11.59,67.67
2460,1,0,0,1,1,1,0,1,-70,-19.60,-42.67
2480,0,1,1,1,1,1,1,-70,-70,-13.88,7.21
2500,0,0,1,0,1,1,1,62,90,-8.64,5.16
2520,0,1,0,0,1,0,0,12,-71,-94.53,27.45
2540,0,1,1,1,0,0,1,-71,-99,-14.67,62.78
2560,1,0,1,0,0,0,0,32,93,78.66,90.21
2580,1,1,1,0,1,1,0,-90,65,86.16,90.31
2600,0,1,1,0,1,0,0,-14,-45,88.25,-98.27
2620,0,0,1,1,1,1,0,81,-36,-5.26,-72.73
2640,1,0,1,1,0,0,1,27,-25,-51.69,91.91
2660,1,0,1,0,0,1,1,-35,-23,39.76,-30.33
2680,1,1,1,0,1,0,1,-41,-32,-19.98,-34.60
2700,1,1,0,1,1,0,0,-40,-9,1.48,94.89
2720,0,1,1,1,0,0,1,-99,-63,12.51,46.17
2740,1,1,0,1,0,0,0,-9,8,-82.37,55.90
2760,0,0,1,0,1,1,0,43,56,-92.49,-92.05
2780,1,0,1,0,0,0,1,-29,-14,-61.67,42.68
2800,0,0,0,0,1,0,0,-60,-46,-96.62,87.63
2820,0,1,0,1,1,0,0,-86,-68,22.92,-92.44
2840,1,1,1,0,0,0,1,-39,-75,16.22,72.82
2860,1,0,1,0,0,0,0,31,25,70.04,43.41
2880,0,0,0,0,0,0,0,-57,59,-82.97,97.59
2900,0,0,0,0,1,0,0,40,95,60.27,96.22
2920,1,0,0,1,0,1,0,69,36,-51.73,45.44
2940,1,0,1,1,1,1,0,39,87,18.49,-0.48
2960,0,0,1,1,1,0,1,76,-89,8.76,6.69
2980,0,0,0,1,0,1,0,-100,62,27.93,-97.03
3000,0,1,1,1,1,1,1,15,-47,65.77,-2.43
3020,1,1,1,1,1,0,1,-83,18,-99.23,87.59
3040,1,0,0,1,1,0,1,25,-54,-23.54,-90.59
3060,0,0,1,0,1,1,1,-4,11,-1.63,20.99
3080,0,1,1,1,0,1,1,-62,-68,-88.73,5.88
3100,1,1,0,1,0,0,0,68,-100,77.82,-9.45
3120,0,1,0,0,0,0,1,-72,-93,92.78,38.35
3140,0,0,1,0,1,1,0,-75,45,63.69,-37.97
3160,1,1,0,0,1,1,1,-87,96,-48.56,-37.57
3180,0,1,1,0,0,1,0,-30,-66,74.57,29.67
3200,0,1,1,0,0,1,0,-78,27,-13.23,95.63
3220,1,0,1,1,0,0,0,10,67,55.80,34.74
3240,0,1,1,1,1,1,1,-55,42,-63.61,21.33
3260,0,1,0,0,1,0,0,87,70,1.34,65.83
3280,1,1,0,1,1,0,1,98,-59,-76.31,6.21
3300,1,0,0,0,0,0,1,-30,-62,84.29,61.31
3320,0,0,0,1,1,1,0,-15,-30,42.80,-7.45
3340,0,0,0,0,1,0,1,12,31,11.65,-19.01
3360,0,0,0,1,0,0,1,-85,72,-76.80,-42.70
3380,1,1,1,0,1,1,0,69,13,64.55,57.09
3400,0,0,1,1,0,0,1,-72,-27,-20.63,-60.22
3420,1,0,1,0,1,0,1,-18,-8,14.80,46.08
3440,0,1,0,1,0,0,0,87,3,84.08,64.99
3460,1,0,0,0,0,1,0,96,42,-58.76,58.66
3480,0,1,0,0,1,1,0,-81,97,89.46,-34.24
3500,0,0,1,1,0,1,1,11,-42,23.83,-90.77
3520,1,1,0,0,1,0,0,10,-95,-11.19,51.06
3540,0,0,1,1,0,1,0,-68,-69,-65.74,9.05
3560,1,0,0,0,1,1,0,-69,-1,-60.59,55.97
3580,1,1,1,0,0,0,0,94,92,73.27,-42.27
3600,1,0,1,1,0,0,1,-69,27,0.73,46.79
3620,0,0,0,1,0,1,0,-84,-52,-50.06,22.67
3640,1,1,1,1,0,1,1,75,1,29.97,13.55
3660,1,0,0,0,0,0,1,49,57,73.67,95.49
3680,0,1,1,0,0,1,1,-51,21,-91.40,-68.86
3700,1,0,0,1,1,0,1,50,-4,6.00,-90.23
3720,1,1,0,0,0,0,1,81,91,28.51,48.15
3740,0,0,0,0,1,0,0,77,-54,82.98,-50.73
3760,0,0,0,1,0,1,0,85,1,20.71,-32.35
3780,1,0,0,1,0,1,1,-12,-25,-64.10,26.12
3800,1,1,0,0,0,0,1,98,36,6.09,64.61
3820,1,1,0,1,0,1,1,73,75,-83.78,-8.22
3840,0,1,0,0,1,0,0,14,24,-73.71,-97.27
3860,0,1,1,0,1,0,1,-73,-99,-76.75,-11.46
3880,1,0,0,0,1,0,1,69,-30,42.28,-6.87
3900,1,1,0,1,1,1,1,50,32,6.36,4.89
3920,0,0,1,1,1,0,0,61,63,-42.10,-53.96
3940,0,1,0,0,1,0,0,-81,48,77.06,-30.55
3960,0,0,0,0,1,1,1,47,-22,9.55,11.34
3980,1,1,1,1,0,1,0,77,-57,-91.10,31.19
4000,1,1,0,0,1,1,0,43,-9,-0.93,36.47
4020,1,0,0,1,0,1,1,-53,11,19.10,-38.26
4040,0,0,1,1,0,0,0,-67,-76,-20.91,99.47
4060,1,0,0,1,1,1,1,85,100,19.24,52.95
4080,1,1,1,1,1,0,1,-65,-38,64.96,31.66
4100,0,0,1,1,1,1,1,-46,73,-31.00,75.30
4120,0,1,1,0,1,0,1,-52,-7,48.12,-62.76
4140,1,1,1,1,1,0,1,-10,-79,-56.46,-79.77
4160,0,1,0,1,0,1,0,-72,-23,-24.45,-62.94
4180,0,0,1,0,0,1,1,-49,-55,42.56,75.07
4200,0,0,0,1,0,1,0,-100,83,-72.58,-23.54
4220,0,1,1,1,0,0,0,20,-80,39.06,0.42
4240,0,0,1,1,0,0,1,-23,-45,15.24,-69.16
4260,1,1,1,1,1,0,0,24,50,-18.45,79.23
4280,0,0,1,0,1,1,0,-34,89,-55.83,-92.24
4300,0,1,1,1,1,1,0,14,-41,68.79,-70.62
4320,1,1,0,0,0,1,0,48,90,37.99,17.70
4340,0,1,0,0,0,0,0,33,-27,-88.08,10.44
4360,0,1,0,0,1,1,0,-97,-97,-88.00,31.93
4380,0,1,0,0,0,1,1,54,-22,76.40,-68.81
4400,0,1,1,1,0,0,1,90,-45,52.84,22.20
4420,1,1,1,1,0,0,1,-38,52,-35.53,90.31
4440,0,1,1,0,0,0,0,4,36,81.01,-49.66
4460,0,1,0,0,0,1,1,-52,77,-74.99,79.67
4480,0,1,1,0,0,1,0,93,-24,19.98,-18.74
4500,0,1,0,0,0,1,0,-61,60,83.96,44.50
4520,1,1,1,1,0,1,1,85,48,48.29,46.10
4540,0,1,1,1,0,1,1,60,99,10.16,-77.25
4560,1,1,1,0,1,0,0,-5,63,-55.83,43.65
4580,1,1,0,0,1,1,1,74,-30,18.50,18.03
4600,1,1,0,1,0,0,1,27,-79,-25.93,89.23
4620,0,0,1,1,1,0,1,-7,63,-76.08,-16.45
4640,0,1,0,0,1,1,1,-87,23,35.41,96.89
4660,1,1,1,0,0,0,1,89,-94,69.05,92.07
4680,1,1,1,1,0,1,0,-37,28,-10.42,58.86
4700,1,1,0,1,0,1,0,73,-23,41.77,18.52
4720,1,1,1,1,1,1,1,71,97,-8.32,-54.30
4740,1,0,0,0,1,0,0,32,65,-11.59,-22.93
4760,0,1,1,1,0,0,0,40,-17,23.53,-58.92
4780,1,0,1,0,0,1,0,56,86,-20.09,57.84
4800,0,0,1,1,0,0,0,-34,43,-28.19,-54.88
4820,1,0,0,0,0,0,0,-86,5,77.33,51.36
4840,1,1,1,1,1,1,1,17,-79,-0.43,-74.93
4860,0,0,0,0,0,0,1,-99,45,65.78,93.72
4880,0,1,1,0,1,0,0,-88,-34,-79.76,58.58
4900,1,1,0,0,1,0,0,2,-47,71.92,27.94
4920,0,1,1,0,1,0,1,98,-66,-79.87,56.26
4940,1,1,1,1,1,0,1,-92,40,2.56,-80.11
4960,1,0,0,1,0,0,1,76,25,35.23,52.41
4980,1,0,0,0,1,0,1,-56,77,80.61,-58.91
5000,0,0,0,1,1,0,0,-55,-20,-3.80,-49.47
5020,1,1,0,1,1,0,1,18,-86,-53.64,-65.89
5040,1,0,1,0,0,1,1,-89,-13,-76.76,-53.50
5060,1,1,1,0,0,1,1,67,62,-48.73,19.05
5080,0,0,0,1,0,1,0,-47,-72,-80.79,28.58
5100,1,0,0,1,0,1,0,75,-35,55.92,47.51
5120,0,0,1,1,0,0,0,46,5,58.92,-0.93
5140,0,0,0,0,1,1,0,46,21,-45.92,-58.07
5160,0,0,0,0,0,1,1,54,-69,-77.38,-66.82
5180,1,0,1,0,0,1,1,-48,-39,-1.07,72.01
5200,0,0,1,0,1,0,0,-10,-92,-72.82,-32.55
5220,1,0,0,0,0,1,0,-63,-27,-12.02,98.85
5240,1,0,0,1,1,0,1,31,-81,71.82,-89.30
5260,1,0,1,0,0,0,1,76,75,69.95,-28.61
5280,0,0,1,1,1,1,0,2,77,-2.54,-19.32
5300,1,0,0,1,0,0,1,96,30,-43.23,57.31
5320,1,0,0,0,1,1,0,-42,81,-58.75,-79.15
5340,0,0,0,1,1,0,1,52,-72,6.36,-79.69
5360,0,0,0,0,1,1,0,-31,82,45.27,56.19
5380,0,0,0,1,0,0,1,-95,76,-19.93,16.47
5400,0,0,0,0,1,0,0,62,-21,81.66,-87.60
5420,1,1,0,1,1,1,0,37,-37,28.44,-87.12
5440,1,0,0,1,0,0,0,94,14,-89.51,75.54
5460,1,1,1,1,1,0,0,-5,-51,-54.44,-19.75
5480,1,1,1,1,0,0,0,-60,-23,37.32,-47.42
5500,1,0,0,0,1,1,0,-13,-10,60.39,-58.16
5520,0,0,1,0,0,0,0,-79,-79,-53.25,-20.09
5540,0,0,1,0,0,0,0,61,-15,-6.06,-62.51
5560,1,0,0,1,1,1,1,-41,-30,-34.74,56.87
5580,0,1,0,0,1,0,0,94,-77,60.74,-66.37
5600,0,1,0,0,1,1,1,-94,27,-44.05,37.65
5620,1,1,0,0,0,1,1,-96,-19,33.85,-91.67
5640,0,1,0,1,1,0,0,-65,-46,83.84,34.64
5660,1,1,0,0,1,0,1,-93,1,-45.17,69.25
5680,0,1,1,1,0,1,1,-94,12,-19.86,-84.75
5700,1,0,1,0,0,1,1,25,16,58.44,-92.05
5720,0,0,1,0,0,1,0,84,73,-14.04,56.76
5740,1,1,0,0,1,0,1,23,81,99.91,-19.89
5760,0,1,1,1,1,1,1,-63,-54,-61.91,60.90
5780,0,1,1,0,1,1,1,81,-37,62.91,86.11
5800,1,0,0,0,1,1,1,62,-55,-83.87,-5.82
5820,0,1,1,1,1,1,1,69,-47,-65.57,47.46
5840,1,1,0,1,1,0,1,23,-81,52.16,60.38
5860,0,1,1,1,0,1,0,-51,-84,-84.54,-81.51
5880,1,1,1,1,1,0,1,57,-4,-39.18,-92.88
5900,0,1,0,0,0,1,0,-4,6,-90.17,-1.03
5920,1,0,1,1,1,1,0,-18,2,-47.74,46.42
5940,0,1,1,1,0,0,1,-79,-43,-73.72,-39.73
5960,1,0,1,1,1,1,1,-33,51,-57.74,-92.63
5980,1,0,0,1,0,0,1,-35,5,-57.99,33.17
6000,0,1,0,1,0,0,0,-78,-4,6.73,46.61
6020,1,1,1,1,0,0,1,-56,-72,62.81,-32.52
6040,0,1,0,0,0,1,0,1,-97,19.56,21.21
6060,1,1,0,0,1,0,1,4,-14,39.20,31.55
6080,1,1,1,1,1,1,0,-96,60,54.46,74.86
6100,1,0,1,0,1,1,1,-61,-65,69.34,-63.30
6120,0,1,1,1,1,0,0,-51,-58,16.33,5.89
6140,1,1,1,0,0,0,0,-72,-100,-98.95,73.62
6160,0,1,1,0,1,1,0,97,94,-23.95,86.52
6180,1,0,1,0,0,0,0,5,42,-29.43,89.53
6200,1,0,0,0,1,0,1,69,-62,-36.80,-55.62
6220,1,1,0,1,1,1,1,-42,98,15.28,-87.95
6240,0,1,0,1,1,0,1,-68,-60,-16.97,97.05
6260,1,0,1,1,1,0,0,12,93,53.02,18.34
6280,0,1,0,1,1,1,0,-41,-6,-58.68,59.39
6300,0,0,1,1,1,0,1,78,-76,-48.13,-43.75
6320,1,0,1,1,1,1,1,21,62,72.85,85.50
6340,0,0,1,0,1,1,0,-78,-7,75.22,-13.15
6360,0,0,0,0,0,0,1,-67,-72,-87.33,48.70
6380,1,1,1,0,1,1,0,66,-49,-36.57,61.40
6400,0,0,0,1,1,1,1,63,7,65.53,-28.42
6420,1,0,1,0,0,1,0,-55,78,82.78,-61.24
6440,1,0,0,1,0,1,1,10,-28,57.36,19.15
6460,1,0,1,0,0,0,1,35,-71,-84.50,-72.40
6480,1,0,0,0,0,0,1,-84,1,83.00,86.21
6500,0,1,1,1,1,0,1,-23,87,-3.39,-4.71
6520,1,0,1,1,1,1,0,-96,14,60.29,54.63
6540,1,1,1,1,1,0,1,-76,99,-97.87,-11.86
6560,1,1,0,0,1,0,0,48,28,76.58,-29.43
6580,1,1,0,0,0,0,1,-28,-15,-27.82,0.91
6600,0,0,0,0,0,0,0,21,-74,-18.56,-20.69
6620,1,1,0,1,1,0,1,43,99,-31.76,24.89
6640,1,0,1,1,1,1,0,-17,94,68.85,-9.74
6660,1,1,0,1,0,1,0,62,74,-41.66,64.69
6680,0,0,0,1,0,1,1,-100,-28,79.73,93.27
6700,1,0,1,0,1,0,0,85,-93,10.66,-73.51
6720,0,1,1,0,1,0,1,79,-58,-14.99,68.09
6740,1,1,0,1,1,0,1,-92,5,-62.53,55.84
6760,1,1,1,0,0,0,0,-86,-40,66.49,23.10
6780,1,0,0,0,1,1,0,22,69,-49.81,71.02
6800,0,1,1,1,1,1,0,78,-83,1.85,-51.37
6820,0,0,0,1,1,0,0,-73,-9,73.47,-24.73
6840,0,1,0,1,0,1,1,-81,74,-88.19,83.91
6860,0,1,1,0,1,1,0,45,69,20.12,75.81
6880,1,0,0,0,1,1,1,-71,-25,46.21,-78.75
6900,0,1,0,0,1,0,1,41,-97,38.03,-49.52
6920,1,1,0,0,1,0,1,-98,-69,-31.33,-1.05
6940,0,1,1,1,0,0,1,14,-49,86.45,96.25
6960,0,0,0,0,0,0,1,72,15,-74.92,21.67
6980,1,1,0,0,1,0,0,-34,-21,53.47,0.45
7000,1,1,1,0,1,0,0,-28,20,80.12,-53.18
7020,0,1,1,0,1,0,0,-72,-30,-63.89,-13.88
7040,0,0,1,1,0,1,0,62,-26,-61.81,38.55
7060,0,0,0,1,1,0,0,-12,-55,-75.59,-38.94
7080,1,1,0,1,1,0,0,19,-38,-32.96,-47.41
7100,1,0,1,1,0,1,1,-22,44,50.04,90.95
7120,1,1,1,0,1,0,0,-25,85,42.38,20.28
7140,1,1,1,1,1,1,1,27,-20,-5.91,-96.42
7160,0,0,0,1,1,1,1,86,-68,-7.20,-51.45
7180,1,1,0,0,0,0,1,-48,38,9.58,-32.74
7200,1,1,1,0,0,0,0,-65,55,40.18,-61.85
7220,0,1,0,1,1,1,0,77,22,41.49,-88.63
7240,1,0,0,1,1,1,0,-93,23,-13.88,-10.92
7260,0,1,0,0,0,0,0,37,-99,-87.90,-47.92
7280,1,1,1,1,1,1,0,57,-87,76.34,33.56
7300,1,1,1,0,1,1,1,-24,100,61.29,65.79
7320,0,0,1,0,0,0,1,31,55,89.41,-48.50
7340,0,1,0,0,1,1,0,39,-35,-82.71,-28.18
7360,1,0,0,0,1,1,0,-48,19,35.41,28.00
7380,1,0,1,1,1,1,1,-62,-90,76.56,-94.30
7400,0,0,0,1,0,0,1,-10,27,-69.14,-26.22
7420,1,0,0,1,0,1,1,-43,-52,72.13,-46.96
7440,1,0,0,1,0,1,0,97,80,-91.25,-99.24
7460,1,0,1,1,0,1,0,68,18,-57.31,58.26
7480,0,1,0,1,1,1,0,-47,-69,-5.09,-2.31
7500,1,0,0,1,0,0,0,95,-57,81.71,-7.41
7520,1,1,0,1,1,1,1,-53,65,-78.18,70.23
7540,0,1,1,0,1,0,0,16,-59,84.18,-79.46
7560,0,0,1,1,1,0,0,48,-67,66.24,43.22
7580,1,0,1,0,0,1,0,13,-38,58.80,11.75
7600,1,1,1,1,1,0,0,-87,26,-24.87,15.19
7620,0,0,1,0,0,1,0,-36,8,-44.10,1.44
7640,0,1,0,1,0,0,0,-19,-90,76.45,-20.47
7660,0,1,1,1,0,1,0,26,-30,-80.24,13.35
7680,1,0,0,1,1,0,1,-47,-26,84.34,28.75
7700,1,1,0,0,1,1,1,-59,-42,36.93,3.65
7720,0,1,1,0,0,0,1,71,22,-48.86,21.17
7740,0,1,1,0,1,0,1,32,40,83.47,11.22
7760,0,0,1,1,0,1,1,3,-84,-15.34,10.02
7780,1,0,0,1,1,1,1,27,18,-31.93,-80.26
7800,0,0,0,1,0,1,0,-29,13,48.67,13.55
7820,1,1,1,1,0,0,1,72,-3,11.00,39.77
7840,1,1,1,1,0,0,0,50,-13,-68.17,43.57
7860,1,0,1,1,1,0,0,-75,-92,78.63,94.50
7880,0,1,1,0,0,0,1,-69,-93,70.96,28.07
7900,1,1,0,1,1,1,0,-22,-37,58.25,69.08
7920,0,0,1,1,0,1,0,76,-65,-6.62,-74.63
7940,1,0,0,1,1,1,1,6,-84,-20.80,41.84
7960,0,0,0,0,0,0,1,-86,-24,-72.27,-51.77
7980,0,1,1,0,0,1,0,44,-48,56.96,35.88
8000,0,0,1,0,1,1,0,5,-39,-99.51,50.03
8020,1,1,0,0,0,0,1,43,6,46.56,-92.82
8040,0,1,1,0,0,0,0,-86,49,41.20,62.91
8060,1,1,0,0,0,1,1,63,84,74.05,-60.15
8080,1,1,0,0,0,1,0,38,38,-0.33,7.45
8100,0,1,1,1,0,0,0,29,100,24.38,62.52
8120,1,0,0,1,0,0,1,-29,-64,-40.67,49.20
8140,0,0,1,0,0,1,1,-54,-50,-12.80,-28.33
8160,1,1,0,0,0,0,1,-99,-9,39.15,-23.18
8180,0,0,0,1,0,0,0,10,-94,76.48,-98.25
8200,1,0,0,0,1,0,0,80,-78,-95.00,40.51
8220,0,1,0,0,1,1,0,25,28,-87.80,-56.65
8240,0,1,1,0,1,1,0,34,9,-59.67,-23.10
8260,0,1,1,1,0,1,1,-49,27,-73.93,64.72
8280,0,0,0,0,0,0,0,-45,75,83.82,1.94
8300,0,1,1,0,1,1,0,68,5,-88.46,-75.07
8320,0,0,1,1,1,1,1,14,33,-38.53,60.33
8340,0,1,1,1,1,1,0,75,-17,-57.47,53.81
8360,0,0,0,0,0,1,0,44,82,-6.74,-64.67
8380,1,0,0,0,0,0,1,3,-61,-6.97,-78.49
8400,0,0,0,1,1,0,0,-15,-40,-63.40,-73.65
8420,0,1,0,1,0,0,0,-90,85,-27.53,-88.10
8440,1,1,0,0,0,0,1,-80,-91,-64.45,48.91
8460,0,0,0,0,0,0,1,-43,-26,-62.26,84.11
8480,1,1,0,1,1,1,1,94,-28,-21.11,-71.53
8500,1,1,1,1,0,0,0,-64,-12,47.73,77.04
8520,0,1,0,1,1,1,1,-17,21,-60.27,-42.23
8540,1,1,1,0,0,1,0,-79,7,-72.51,89.73
8560,0,1,0,0,1,1,1,47,3,-19.79,94.17
8580,0,1,0,0,1,1,1,-54,99,70.23,0.98
8600,1,0,0,0,1,1,1,-60,-22,-15.59,-94.64
8620,1,0,0,0,0,1,0,11,37,99.62,81.68
8640,1,0,1,0,1,1,1,-32,26,-30.97,-81.57
8660,0,0,1,0,0,1,1,-91,18,56.16,43.21
8680,1,1,0,1,1,0,1,95,-83,3.91,-50.17
8700,0,1,1,0,0,1,1,-49,-35,-90.22,-34.41
8720,0,1,0,1,0,1,1,68,-19,-98.43,51.29
8740,0,0,1,0,1,0,1,90,-17,3.42,-29.55
8760,0,1,1,1,1,1,1,-62,-84,-57.38,-39.35
8780,1,0,0,1,1,1,0,60,80,10.40,-16.93
8800,1,1,1,0,1,1,1,40,73,-44.77,-3.26
8820,1,0,0,1,0,0,1,14,-38,47.53,96.19
8840,1,0,1,0,1,1,0,-9,-46,88.96,-40.46
8860,0,0,0,0,0,1,1,-83,0,-81.14,-42.84
8880,1,1,1,1,0,0,0,-91,-94,-57.56,-69.27
8900,1,0,0,1,0,0,0,-29,57,-47.08,-30.43
8920,1,1,0,0,1,1,1,-9,20,49.29,70.58
